headword,meaning_ja,zhuyin,pinyin,pos,tocfl_level,taiwan_usage,source,entry_type,scene_tags,notes
懂得,理解する/わかる,ㄉㄨㄥˇ ˙ㄉㄜ,dǒngde,状態動詞,6,common,ai,word,,
冬季,冬季/冬,ㄉㄨㄥ ㄐㄧˋ,dōngjì,名詞,6,common,ai,word,,
動人,感動的な/心に響く,ㄉㄨㄥˋ ㄖㄣˊ,dòngrén,状態動詞(形容詞),6,common,ai,word,,
動身,出発する,ㄉㄨㄥˋ ㄕㄣ,dòngshēn,自動詞,6,common,ai,word,,
動手,着手する/手を出す/殴る,ㄉㄨㄥˋ ㄕㄡˇ,dòngshǒu,自動詞,6,common,ai,word,,
動作,動作/動き,ㄉㄨㄥˋ ㄗㄨㄛˋ,dòngzuò,名詞,6,common,ai,word,,
鬥爭,闘争/戦い,ㄉㄡˋ ㄓㄥ,dòuzhēng,自動詞,6,common,ai,word,,
毒,毒/毒殺する/有害な,ㄉㄨˊ,dú,名詞/状態動詞(形容詞),6,common,ai,word,,
度,〜度 / 過ごす/時を過ごす,ㄉㄨˋ / ㄉㄨˋ,dù / dù,動詞,4,common,ai,word,,多音字/多義語: 複数の発音・意味を統合
賭,賭ける/ギャンブルする,ㄉㄨˇ,dǔ,動詞,6,common,ai,word,,
斷,切れる/断つ/折れる,ㄉㄨㄢˋ,duàn,変化動詞,6,common,ai,word,,
端,端/側面/正しい,ㄉㄨㄢ,duān,動詞,6,common,ai,word,,
鍛鍊,鍛える/運動する,ㄉㄨㄢˋ ㄌㄧㄢˋ,duànliàn,動詞,6,common,ai,word,,
度過,過ごす/乗り越える,ㄉㄨˋ ㄍㄨㄛˋ,dùguò,動詞,6,common,ai,word,,原表記: 度過/渡過
隊,隊/チーム/グループ,ㄉㄨㄟˋ,duì,量詞,6,common,ai,word,,
對岸,対岸,ㄉㄨㄟˋ ㄢˋ,duìàn,名詞,6,common,ai,word,,
對策,対策,ㄉㄨㄟˋ ㄘㄜˋ,duìcè,名詞,6,common,ai,word,,
對待,扱う/待遇する,ㄉㄨㄟˋ ㄉㄞˋ,duìdài,動詞,6,common,ai,word,,
對付,対処する/やりくりする,ㄉㄨㄟˋ ㄈㄨˋ,duìfù,動詞,6,common,ai,word,,
對抗,対抗する/抵抗する,ㄉㄨㄟˋ ㄎㄤˋ,duìkàng,動詞,6,common,ai,word,,
對立,対立する/敵対する,ㄉㄨㄟˋ ㄌㄧˋ,duìlì,状態動詞(形容詞),6,common,ai,word,,
對於,～について/～に関して,ㄉㄨㄟˋ ㄩˊ,duìyú,介詞(前置詞),6,common,ai,word,,
隊員,隊員/メンバー,ㄉㄨㄟˋ ㄩㄢˊ,duìyuán,名詞,6,common,ai,word,,
獨立,独立した/自立する,ㄉㄨˊ ㄌㄧˋ,dúlì,状態動詞(形容詞),6,common,ai,word,,
噸,トン（重量単位）,ㄉㄨㄣˋ,dùn,量詞,6,common,ai,word,,
蹲,しゃがむ,ㄉㄨㄣ,dūn,自動詞,6,common,ai,word,,
躲,隠れる/避ける,ㄉㄨㄛˇ,duǒ,自動詞,6,common,ai,word,,
奪,奪う/強奪する,ㄉㄨㄛˊ,duó,動詞,6,common,ai,word,,
多半,大部分/たいてい,ㄉㄨㄛ ㄅㄢˋ,duōbàn/duōbànr,限定詞,6,common,ai,word,,原表記: 多半/多半兒
多多,大いに/たくさん,ㄉㄨㄛ ㄉㄨㄛ,duōduō,副詞,6,common,ai,word,,
多少,いくら/どれだけ / どれくらい/多少,ㄉㄨㄛ ㄕㄠˇ / ㄉㄨㄛ ㄕㄠˇ,duōshǎo / duōshǎo,副詞,1,common,ai,word,,多音字/多義語: 複数の発音・意味を統合
多數,大多数/大部分,ㄉㄨㄛ ㄕㄨˋ,duōshù,限定詞,6,common,ai,word,,
多謝,多謝/ありがとうございます,ㄉㄨㄛ ㄒㄧㄝˋ,duōxiè,状態動詞,6,common,ai,word,,
獨自,独りで/単独で,ㄉㄨˊ ㄗˋ,dúzì,副詞,6,common,ai,word,,
鵝,ガチョウ,ㄜˊ,é,名詞,6,common,ai,word,,
惡劣,劣悪な/ひどい,ㄜˋ ㄌㄧㄝˋ,èliè,状態動詞(形容詞),6,common,ai,word,,
而已,～にすぎない,ㄦˊ ㄧˇ,éryǐ,助詞,6,common,ai,word,,
罰,罰する/罰金を科す,ㄈㄚˊ,fá,動詞,6,common,ai,word,,
發動,発動する/開始する,ㄈㄚ ㄉㄨㄥˋ,fādòng,動詞,6,common,ai,word,,
發抖,震える,ㄈㄚ ㄉㄡˇ,fādǒu,自動詞,6,common,ai,word,,
反,反対の/逆の/反する,ㄈㄢˇ,fǎn,動詞/状態動詞,6,common,ai,word,,
番,回/度（回数を数える）,ㄈㄢ,fān,量詞,6,common,ai,word,,
翻,ひっくり返す/めくる,ㄈㄢ,fān,動詞,6,common,ai,word,,
犯錯,過ちを犯す,ㄈㄢˋ ㄘㄨㄛˋ,fàncuò,離合動詞,6,common,ai,word,,
反對,反対する,ㄈㄢˇ ㄉㄨㄟˋ,fǎnduì,状態動詞,6,common,ai,word,,
犯法,法を犯す,ㄈㄢˋ ㄈㄚˇ,fànfǎ,離合動詞,6,common,ai,word,,
反覆,繰り返し/何度も,ㄈㄢˇ ㄈㄨˋ,fǎnfù,副詞,6,common,ai,word,,
防,防ぐ/守る,ㄈㄤˊ,fáng,動詞,6,common,ai,word,,
方,四角い/正方形,ㄈㄤ,fāng,状態動詞(連体用),6,common,ai,word,,
方案,計画/案,ㄈㄢ ㄍㄢˋ,fāngàn,名詞,6,common,ai,word,,
放大,拡大する,ㄈㄤˋ ㄉㄚˋ,fàngdà,動詞,6,common,ai,word,,
放棄,放棄する/諦める,ㄈㄤˋ ㄑㄧˋ,fàngqì,動詞,6,common,ai,word,,
防守,守備する/防衛する,ㄈㄤˊ ㄕㄡˇ,fángshǒu,動詞,6,common,ai,word,,
放手,手を離す/任せる,ㄈㄤˋ ㄕㄡˇ,fàngshǒu,自動詞,6,common,ai,word,,
放鬆,リラックスする/緩める,ㄈㄤˋ ㄙㄨㄥ,fàngsōng,状態動詞(形容詞),6,common,ai,word,,
放學,放課になる,ㄈㄤˋ ㄒㄩㄝˊ,fàngxué,Vp-sep,6,common,ai,word,,
防止,防止する/防ぐ,ㄈㄤˊ ㄓˇ,fángzhǐ,動詞,6,common,ai,word,,
返回,戻る/帰る,ㄈㄢˇ ㄏㄨㄟˊ,fǎnhuí,動詞,6,common,ai,word,,
反抗,抵抗する/反抗する,ㄈㄢˇ ㄎㄤˋ,fǎnkàng,動詞,6,common,ai,word,,
繁忙,忙しい/多忙な,ㄈㄢˊ ㄇㄤˊ,fánmáng,状態動詞(形容詞),6,common,ai,word,,
反面,裏面/反対側,ㄈㄢˇ ㄇㄧㄢˋ,fǎnmiàn,名詞,6,common,ai,word,,
犯人,犯人/罪人,ㄈㄢˋ ㄖㄣˊ,fànrén,名詞,6,common,ai,word,,
繁榮,繁栄する/栄える,ㄈㄢˊ ㄖㄨㄥˊ,fánróng,状態動詞(形容詞),6,common,ai,word,,
反問,言い返す/問い返す,ㄈㄢˇ ㄨㄣˋ,fǎnwèn,動詞,6,common,ai,word,,
反映,反映する/映し出す,ㄈㄢˇ ㄧㄥˋ,fǎnyìng,動詞,6,common,ai,word,,
反正,いずれにせよ/とにかく,ㄈㄢˇ ㄓㄥˋ,fǎnzhèng,副詞,6,common,ai,word,,
繁殖,繁殖する/増殖する,ㄈㄢˊ ㄓˊ,fánzhí,動詞,6,common,ai,word,,
犯罪,犯罪を犯す,ㄈㄢˋ ㄗㄨㄟˋ,fànzuì,離合動詞,6,common,ai,word,,
發起,発起する/立ち上げる,ㄈㄚ ㄑㄧˇ,fāqǐ,変化動詞,6,common,ai,word,,
發射,発射する/打ち上げる,ㄈㄚ ㄕㄜˋ,fāshè,動詞,6,common,ai,word,,
髮型,髪型,ㄈㄚˇ ㄒㄧㄥˊ,fǎxíng,名詞,6,common,ai,word,,
發行,発行する/発売する,ㄈㄚ ㄒㄧㄥˊ,fāxíng,動詞,6,common,ai,word,,
發言,発言する,ㄈㄚ ㄧㄢˊ,fāyán,離合動詞,6,common,ai,word,,
發炎,炎症を起こす,ㄈㄚ ㄧㄢˊ,fāyán,変化動詞,6,common,ai,word,,
發揚,発揚する/高める,ㄈㄚ ㄧㄤˊ,fāyáng,動詞,6,common,ai,word,,
發音,発音する/発音,ㄈㄚ ㄧㄣ,fāyīn,自動詞/名詞,6,common,ai,word,,
法院,裁判所,ㄈㄚˇ ㄩㄢˋ,fǎyuàn,名詞,6,common,ai,word,,
發展,発展する/発展,ㄈㄚ ㄓㄢˇ,fāzhǎn,動詞/名詞,6,common,ai,word,,
法子,方法/手段,ㄈㄚˊ ˙ㄗ,fázi,名詞,6,common,ai,word,,
肥,太った/肥沃な/ゆったりした,ㄈㄟˊ,féi,状態動詞(形容詞),6,common,ai,word,,
費,費用がかかる/費やす,ㄈㄟˋ,fèi,状態動詞,6,common,ai,word,,
非法,違法の,ㄈㄟ ㄈㄚˇ,fēifǎ,状態動詞(連体用),6,common,ai,word,,
廢話,無駄話/たわごと,ㄈㄟˋ ㄏㄨㄚˋ,fèihuà,名詞,6,common,ai,word,,
肥胖,肥満の,ㄈㄟˊ ㄆㄤˋ,féipàng,状態動詞(形容詞),6,common,ai,word,,
廢氣,排気ガス,ㄈㄟˋ ㄑㄧˋ,fèiqì,名詞,6,common,ai,word,,
廢水,排水/廃水,ㄈㄟˋ ㄕㄨㄟˇ,fèishuǐ,名詞,6,common,ai,word,,
廢物,廃棄物/役立たず,ㄈㄟˋ ㄨˋ,fèiwù,名詞,6,common,ai,word,,
份,〜人前/〜部(セットの量詞) / 一部/一通/一人前,ㄈㄣˋ / ㄈㄣˋ,fèn / fèn/fènr,名詞,3,common,ai,word,,多音字/多義語: 複数の発音・意味を統合
粉筆,チョーク,ㄈㄣˇ ㄅㄧˇ,fěnbǐ,名詞,6,common,ai,word,,
分別,別れる/区別する/違い,ㄈㄣ ㄅㄧㄝˊ,fēnbié,副詞/名詞/動詞,6,common,ai,word,,
分布,分布する,ㄈㄣ ㄅㄨˋ,fēnbù,状態動詞(形容詞),6,common,ai,word,,原表記: 分布/分佈
奮鬥,奮闘する/努力する,ㄈㄣˋ ㄉㄡˋ,fèndòu,自動詞,6,common,ai,word,,
紛紛,次々と/続々と,ㄈㄣ ㄈㄣ,fēnfēn,副詞,6,common,ai,word,,
吩咐,言いつける/指示する,ㄈㄣ ㄈㄨˋ,fēnfù,動詞,6,common,ai,word,,
逢,偶然出会う/巡ってくる,ㄈㄥˊ,féng,状態動詞,6,common,ai,word,,
縫,縫う/縫い目,ㄈㄥˊ / ㄈㄥˋ,féng / fèng,動詞/名詞,6,common,ai,word,,多音字/多義語: 複数の発音・意味を統合
封,〜通(手紙の量詞) / 封じる/称号を与える,ㄈㄥ / ㄈㄥ,fēng / fēng,動詞,4,common,ai,word,,多音字/多義語: 複数の発音・意味を統合
瘋,狂う/夢中になる,ㄈㄥ,fēng,変化動詞,6,common,ai,word,,
諷刺,皮肉る/風刺,ㄈㄥˋ ㄘˋ,fèngcì,動詞,6,common,ai,word,,
封建,封建的な,ㄈㄥ ㄐㄧㄢˋ,fēngjiàn,状態動詞(連体用),6,common,ai,word,,
瘋狂,狂気じみた/熱狂的な,ㄈㄥ ㄎㄨㄤˊ,fēngkuáng,状態動詞(形容詞),6,common,ai,word,,
分工,分業する,ㄈㄣ ㄍㄨㄥ,fēngōng,自動詞,6,common,ai,word,,
風氣,気風/雰囲気,ㄈㄥ ㄑㄧˋ,fēngqì,名詞,6,common,ai,word,,
風趣,趣がある/ユーモラスな,ㄈㄥ ㄑㄩˋ,fēngqù,状態動詞(形容詞),6,common,ai,word,,
風險,リスク/危険性,ㄈㄥ ㄒㄧㄢˇ,fēngxiǎn,名詞,6,common,ai,word,,
瘋子,狂人,ㄈㄥ ˙ㄗ,fēngzi,名詞,6,common,ai,word,,
粉紅,ピンク色の,ㄈㄣˇ ㄏㄨㄥˊ,fěnhóng,状態動詞(連体用),6,common,ai,word,,
分明,はっきりした/明らかに,ㄈㄣ ㄇㄧㄥˊ,fēnmíng,状態動詞(述語用)/副詞,6,common,ai,word,,
憤怒,怒り/憤慨,ㄈㄣˋ ㄋㄨˋ,fènnù,状態動詞(形容詞),6,common,ai,word,,
分配,分配する/割り当てる,ㄈㄣ ㄆㄟˋ,fēnpèi,動詞,6,common,ai,word,,
分散,分散した/ばらばらの,ㄈㄣ ㄙㄢˋ,fēnsàn,状態動詞(形容詞),6,common,ai,word,,
分手,別れる/破局する,ㄈㄣ ㄕㄡˇ,fēnshǒu,変化動詞,6,common,ai,word,,
分數,点数/成績,ㄈㄣ ㄕㄨˋ,fēnshù,名詞,6,common,ai,word,,
分析,分析する/分析,ㄈㄣ ㄒㄧ,fēnxī,名詞/動詞,6,common,ai,word,,
分享,分かち合う/共有する,ㄈㄣ ㄒㄧㄤˇ,fēnxiǎng,動詞,6,common,ai,word,,
否定,否定する/拒絶する,ㄈㄡˇ ㄉㄧㄥˋ,fǒudìng,動詞,6,common,ai,word,,
否認,否認する/認めない,ㄈㄡˇ ㄖㄣˋ,fǒurèn,動詞,6,common,ai,word,,
幅,幅/枚(絵画などの単位),ㄈㄨˊ,fú,量詞,6,common,ai,word,,
扶,支える/助け起こす,ㄈㄨˊ,fú,動詞,6,common,ai,word,,
服,服/服用する,ㄈㄨˊ,fú,動詞/状態動詞,6,common,ai,word,,
浮,浮かぶ/浮ついた,ㄈㄨˊ,fú,自動詞,6,common,ai,word,,
付,支払う / 支払う/一組(単位),ㄈㄨˋ / ㄈㄨˋ,fù / fù,量詞,3,common,ai,word,,多音字/多義語: 複数の発音・意味を統合
赴,赴く/出席する,ㄈㄨˋ,fù,動詞,6,common,ai,word,,
副,副の/補助の,ㄈㄨˋ,fù,量詞,6,common,ai,word,,
富,裕福な/豊かな,ㄈㄨˋ,fù,状態動詞(連体用),6,common,ai,word,,
輔導,指導する/助言する,ㄈㄨˇ ㄉㄠˇ,fǔdǎo,動詞,6,common,ai,word,,
符號,記号/シンボル,ㄈㄨˊ ㄏㄠˋ,fúhào,名詞,6,common,ai,word,,
附加,付加する/追加の,ㄈㄨˋ ㄐㄧㄚ,fùjiā,変化動詞,6,common,ai,word,,
婦女,女性,ㄈㄨˋ ㄋㄩˇ,fùnǚ,名詞,6,common,ai,word,,
夫妻,夫婦,ㄈㄨ ㄑㄧ,fūqī,名詞,6,common,ai,word,,
夫人,夫人/奥様,ㄈㄨ ㄖㄣˊ,fūrén,名詞,6,common,ai,word,,
富裕,裕福な/豊かである,ㄈㄨˋ ㄩˋ,fùyù,状態動詞(形容詞),6,common,ai,word,,
複雜,複雑な,ㄈㄨˋ ㄗㄚˊ,fùzá,状態動詞(形容詞),6,common,ai,word,,
複製,複製する/コピーする,ㄈㄨˋ ㄓˋ,fùzhì,動詞,6,common,ai,word,,
改革,改革する/改革,ㄍㄞˇ ㄍㄜˊ,gǎigé,動詞,6,common,ai,word,,
改造,改造する/作り変える,ㄍㄞˇ ㄗㄠˋ,gǎizào,動詞,6,common,ai,word,,
改正,訂正する/改める,ㄍㄞˇ ㄓㄥˋ,gǎizhèng,動詞,6,common,ai,word,,
幹,行う/仕事をする,ㄍㄢˋ,gàn,動詞,6,common,ai,word,,
肝,肝臓/徹夜する,ㄍㄢ,gān,名詞,6,common,ai,word,,
乾杯,乾杯する,ㄍㄢ ㄅㄟ,gānbēi,自動詞,6,common,ai,word,,
幹部,幹部/役員,ㄍㄢˋ ㄅㄨˋ,gànbù,名詞,6,common,ai,word,,
乾脆,率直な/思い切って/単に,ㄍㄢ ㄘㄨㄟˋ,gāncuì,状態動詞(形容詞),6,common,ai,word,,
感到,感じる,ㄍㄢˇ ㄉㄠˋ,gǎndào,変化動詞,6,common,ai,word,,
感恩,感謝している,ㄍㄚˇ ㄋㄣ,gǎnēn,状態動詞(形容詞),6,common,ai,word,,
鋼,鋼鉄,ㄍㄤ,gāng,名詞,6,common,ai,word,,
鋼筆,万年筆,ㄍㄤ ㄅㄧˇ,gāngbǐ,名詞,6,common,ai,word,,
港幣,香港ドル,ㄍㄤˇ ㄅㄧˋ,gǎngbì,名詞,6,common,ai,word,,
港口,港,ㄍㄤˇ ㄎㄡˇ,gǎngkǒu/gǎng,名詞,6,common,ai,word,,原表記: 港口/港
感激,感謝する/ありがたく思う,ㄍㄢˇ ㄐㄧ,gǎnjī,状態動詞,6,common,ai,word,,
趕緊,急いで,ㄍㄢˇ ㄐㄧㄣˇ,gǎnjǐn,副詞,6,common,ai,word,,
幹嘛,何をしているの/なぜ,ㄍㄢˋ ˙ㄇㄚ,gànma,副詞/自動詞,6,common,ai,word,,
感情,感情/愛情,ㄍㄢˇ ㄑㄧㄥˊ,gǎnqíng,名詞,6,common,ai,word,,
感染,感染する/影響を与える,ㄍㄢˇ ㄖㄢˇ,gǎnrǎn,変化動詞,6,common,ai,word,,
幹什麼,何をしているの,ㄍㄢˋ ㄕㄣˊ ˙ㄇㄜ,gànshénme,,6,common,ai,word,,
感受,感覚/感じる,ㄍㄢˇ ㄕㄡˋ,gǎnshòu,名詞/状態動詞,6,common,ai,word,,
告,告げる/報告する,ㄍㄠˋ,gào,動詞,6,common,ai,word,,
高潮,高潮/絶頂期,ㄍㄠ ㄔㄠˊ,gāocháo,名詞,6,common,ai,word,,
告辭,暇乞いをする,ㄍㄠˋ ㄘˊ,gàocí,自動詞,6,common,ai,word,,
高大,背が高い/堂々とした,ㄍㄠ ㄉㄚˋ,gāodà,状態動詞(形容詞),6,common,ai,word,,
高度,高さ/高度,ㄍㄠ ㄉㄨˋ,gāodù,名詞/状態動詞(連体用),6,common,ai,word,,
高峰,頂点/ピーク,ㄍㄠ ㄈㄥ,gāofēng,名詞,6,common,ai,word,,
高貴,高貴な,ㄍㄠ ㄍㄨㄟˋ,gāoguì,状態動詞(形容詞),6,common,ai,word,,
高明,賢明な/優れている,ㄍㄠ ㄇㄧㄥˊ,gāomíng,状態動詞(形容詞),6,common,ai,word,,
高手,達人/名人,ㄍㄠ ㄕㄡˇ,gāoshǒu,名詞,6,common,ai,word,,
隔,隔てる/離れている,ㄍㄜˊ,gé,状態動詞/介詞(前置詞),6,common,ai,word,,
各,各〜/それぞれ / 各々の,ㄍㄜˋ / ㄍㄜˋ,gè / gè,副詞,3,common,ai,word,,多音字/多義語: 複数の発音・意味を統合
割,切る,ㄍㄜ,gē,動詞,6,common,ai,word,,
擱,置く/棚上げする/耐える,ㄍㄜ,gē,動詞,6,common,ai,word,,
個別,個別の/まれな,ㄍㄜˋ ㄅㄧㄝˊ,gèbié,状態動詞(連体用),6,common,ai,word,,
歌唱,歌う,ㄍㄜ ㄔㄤˋ,gēchàng,自動詞,6,common,ai,word,,
各行各業,あらゆる職業,ㄍㄜˋ ㄏㄤˊ ㄍㄜˋ ㄧㄝˋ,gèhánggèyè,名詞,6,common,ai,word,,
歌劇,オペラ,ㄍㄜ ㄐㄩˋ,gējù,名詞,6,common,ai,word,,
根本,根本的な/全く,ㄍㄣ ㄅㄣˇ,gēnběn,副詞/名詞,6,common,ai,word,,
個性,個性/性格,ㄍㄜˋ ㄒㄧㄥˋ,gèxìng,名詞,6,common,ai,word,,
各自,各自/それぞれ,ㄍㄜˋ ㄗˋ,gèzì,名詞,6,common,ai,word,,
供,供給する/供える,ㄍㄨㄥ,gōng,動詞,6,common,ai,word,,
公布,公表する,ㄍㄨㄥ ㄅㄨˋ,gōngbù,動詞,6,common,ai,word,,原表記: 公布/公佈
工程,工学/プロジェクト,ㄍㄨㄥ ㄔㄥˊ,gōngchéng,名詞,6,common,ai,word,,
工夫,時間/手間,ㄍㄨㄥ ˙ㄈㄨ,gōngfu,名詞,6,common,ai,word,,
公公,義父/おじいさん,ㄍㄨㄥ ㄍㄨㄥ,gōnggōng,名詞,6,common,ai,word,,
工會,労働組合,ㄍㄨㄥ ㄏㄨㄟˋ,gōnghuì,名詞,6,common,ai,word,,
公開,公然の/公開する,ㄍㄨㄥ ㄎㄞ,gōngkāi,状態動詞(形容詞),6,common,ai,word,,
公立,公立の,ㄍㄨㄥ ㄌㄧˋ,gōnglì,状態動詞(連体用),6,common,ai,word,,
公平,公平な,ㄍㄨㄥ ㄆㄧㄥˊ,gōngpíng,状態動詞(形容詞),6,common,ai,word,,
工錢,賃金,ㄍㄨㄥ ㄑㄧㄢˊ,gōngqián,名詞,6,common,ai,word,,
供應,供給する,ㄍㄨㄥ ㄧㄥˋ,gōngyìng,動詞,6,common,ai,word,,
公用,公共の,ㄍㄨㄥ ㄩㄥˋ,gōngyòng,状態動詞(連体用),6,common,ai,word,,
公元,西暦,ㄍㄨㄥ ㄩㄢˊ,gōngyuán,名詞,6,common,ai,word,,
工資,賃金/給料,ㄍㄨㄥ ㄗ,gōngzī,名詞,6,common,ai,word,,
構成,構成する/成る,ㄍㄡˋ ㄔㄥˊ,gòuchéng,動詞,6,common,ai,word,,
鼓,太鼓/叩く,ㄍㄨˇ,gǔ,名詞,6,common,ai,word,,
掛號信,書留郵便,ㄍㄨㄚˋ ㄏㄠˋ ㄒㄧㄣˋ,guàhàoxìn,名詞,6,common,ai,word,,
怪不得,道理で/なるほど,ㄍㄨㄞˋ ㄅㄨˋ ˙ㄉㄜ,guàibùde,副詞,6,common,ai,word,,
慣,慣れる/甘やかす,ㄍㄨㄢˋ,guàn,変化動詞/動詞,6,common,ai,word,,
罐,〜缶(量詞)/缶 / 缶/瓶/壺,ㄍㄨㄢˋ / ㄍㄨㄢˋ(ㄗ˙),guàn / guàn(zi),名詞,4,common,ai,word,,多音字/多義語: 複数の発音・意味を統合
管道,管/パイプ/経路,ㄍㄨㄢˇ ㄉㄠˋ,guǎndào,名詞,6,common,ai,word,,
官方,政府/公式の,ㄍㄨㄢ ㄈㄤ,guānfāng,名詞,6,common,ai,word,,
廣,広い/広める,ㄍㄨㄤˇ,guǎng,状態動詞(形容詞),6,common,ai,word,,
光,なくなるまで〜する(売り切れ等)/光 / 光/ただ/すべて,ㄍㄨㄤ / ㄍㄨㄤ,guāng / guāng,副詞/変化動詞,4,common,ai,word,,多音字/多義語: 複数の発音・意味を統合
廣大,広大/大規模な,ㄍㄨㄤˇ ㄉㄚˋ,guǎngdà,状態動詞(形容詞),6,common,ai,word,,
廣泛,広範囲な/幅広い,ㄍㄨㄤˇ ㄈㄢˋ,guǎngfàn,状態動詞(形容詞),6,common,ai,word,,
廣闊,広々とした,ㄍㄨㄤˇ ㄎㄨㄛˋ,guǎngkuò,状態動詞(形容詞),6,common,ai,word,,
光亮,明るい/光り輝く,ㄍㄨㄤ ㄌㄧㄤˋ,guāngliàng,状態動詞(形容詞),6,common,ai,word,,
光臨,お越しになる,ㄍㄨㄤ ㄌㄧㄣˊ,guānglín,動詞,6,common,ai,word,,
光明,明るい/希望がある,ㄍㄨㄤ ㄇㄧㄥˊ,guāngmíng,状態動詞(形容詞),6,common,ai,word,,
光榮,名誉な/光栄な,ㄍㄨㄤ ㄖㄨㄥˊ,guāngróng,状態動詞(形容詞),6,common,ai,word,,
光是,ただ～だけ,ㄍㄨㄤ ㄕˋ,guāngshì,副詞,6,common,ai,word,,
觀光,観光/観光する,ㄍㄨㄢ ㄍㄨㄤ,guānguāng,自動詞/名詞,6,common,ai,word,,
光線,光線/光,ㄍㄨㄤ ㄒㄧㄢˋ,guāngxiàn,名詞,6,common,ai,word,,
關鍵,鍵/重要な点,ㄍㄨㄢ ㄐㄧㄢˋ,guānjiàn,名詞,6,common,ai,word,,
冠軍,優勝者/チャンピオン,ㄍㄨㄢˋ ㄐㄩㄣ,guànjūn,名詞,6,common,ai,word,,
慣例,慣例/しきたり,ㄍㄨㄢˋ ㄌㄧˋ,guànlì,名詞,6,common,ai,word,,
關上,閉める/消す,ㄍㄨㄢ ㄕㄤˋ,guānshàng,動詞,6,common,ai,word,,
罐頭,缶詰,ㄍㄨㄢˋ ˙ㄊㄡ,guàntou,名詞,6,common,ai,word,,
關於,～について,ㄍㄨㄢ ㄩˊ,guānyú,介詞(前置詞),6,common,ai,word,,
官員,役人/公務員,ㄍㄨㄢ ㄩㄢˊ,guānyuán,名詞,6,common,ai,word,,
管制,管理する/規制する,ㄍㄨㄢˇ ㄓˋ,guǎnzhì,動詞,6,common,ai,word,,
瓜子,種（食用）,ㄍㄨㄚ ㄗˇ,guāzǐ,名詞,6,common,ai,word,,
孤單,孤独な,ㄍㄨ ㄉㄢ,gūdān,状態動詞(形容詞),6,common,ai,word,,
古典,古典的な,ㄍㄨˇ ㄉㄧㄢˇ,gǔdiǎn,状態動詞(形容詞),6,common,ai,word,,
固定,固定する/一定の,ㄍㄨˋ ㄉㄧㄥˋ,gùdìng,状態動詞(形容詞),6,common,ai,word,,
跪,ひざまずく,ㄍㄨㄟˋ,guì,自動詞,6,common,ai,word,,
規定,規定/定める,ㄍㄨㄟ ㄉㄧㄥˋ,guīdìng,名詞/動詞,6,common,ai,word,,
規畫,計画/計画する,ㄍㄨㄟ ㄏㄨㄚˋ,guīhuà,名詞/動詞,6,common,ai,word,,原表記: 規畫/規劃
規律,法則/規則性,ㄍㄨㄟ ㄌㄩˋ,guīlǜ,名詞,6,common,ai,word,,
櫃臺,カウンター/受付,ㄍㄨㄟˋ ㄊㄞˊ,guìtái,名詞,6,common,ai,word,,原表記: 櫃臺/櫃台/櫃檯
規則,規則/規則正しい,ㄍㄨㄟ ㄗㄜˊ,guīzé,名詞/状態動詞(形容詞),6,common,ai,word,,
估計,見積もる/推測する,ㄍㄨ ㄐㄧˋ,gūjì,動詞,6,common,ai,word,,
鼓勵,励ます/奨励,ㄍㄨˇ ㄌㄧˋ,gǔlì,名詞/動詞,6,common,ai,word,,
滾,沸騰する/転がる,ㄍㄨㄣˇ,gǔn,自動詞,6,common,ai,word,,
裹,包む/巻く,ㄍㄨㄛˇ,guǒ,動詞,6,common,ai,word,,
過,過ぎる/渡る/過ごす / 過ぎる/経験した,ㄍㄨㄛˋ / ㄍㄨㄛˋ,guò / guò,副詞,3,common,ai,word,,多音字/多義語: 複数の発音・意味を統合
過程,過程/プロセス,ㄍㄨㄛˋ ㄔㄥˊ,guòchéng,名詞,6,common,ai,word,,
過度,過度な/過剰な,ㄍㄨㄛˋ ㄉㄨˋ,guòdù,状態動詞(形容詞),6,common,ai,word,,
過渡,移行する/渡る,ㄍㄨㄛˋ ㄉㄨˋ,guòdù,自動詞,6,common,ai,word,,
國會,議会,ㄍㄨㄛˊ ㄏㄨㄟˋ,guóhuì,名詞,6,common,ai,word,,
國籍,国籍,ㄍㄨㄛˊ ㄐㄧˊ,guójí,名詞,6,common,ai,word,,
國際,国際,ㄍㄨㄛˊ ㄐㄧˋ,guójì,名詞,6,common,ai,word,,
國立,国立の,ㄍㄨㄛˋ ㄐㄧㄝˊ,guòjié,離合動詞,6,common,ai,word,,
過節,祭りを祝う/祭りの後,ㄍㄨㄛˊ ㄌㄧˋ,guólì,状態動詞(連体用),6,common,ai,word,,
過濾,ろ過する,ㄍㄨㄛˋ ㄌㄩˋ,guòlǜ,動詞,6,common,ai,word,,
過敏,過敏な/アレルギー,ㄍㄨㄛˋ ㄇㄧㄣˇ,guòmǐn,状態動詞(形容詞),6,common,ai,word,,
國旗,国旗,ㄍㄨㄛˊ ㄑㄧˊ,guóqí,名詞,6,common,ai,word,,
過期,期限切れの,ㄍㄨㄛˋ ㄑㄧˊ,guòqí,変化動詞,6,common,ai,word,,
果然,案の定/やはり,ㄍㄨㄛˇ ㄖㄢˊ,guǒrán,副詞,6,common,ai,word,,
過世,亡くなる,ㄍㄨㄛˋ ㄕˋ,guòshì,変化動詞,6,common,ai,word,,
