headword,meaning_ja,zhuyin,pinyin,pos,tocfl_level,taiwan_usage,source,entry_type,scene_tags,notes
出手,手を出す/着手する/支出する,ㄔㄨ ㄕㄡˇ,chūshǒu,自動詞,7,common,ai,word,,
出頭,頭角を現す/主導権を握る,ㄔㄨ ㄊㄡˊ,chūtóu,変化動詞,7,common,ai,word,,
出土,発掘される,ㄔㄨ ㄊㄨˇ,chūtǔ,変化動詞,7,common,ai,word,,
出息,利息/将来性,ㄔㄨ ˙ㄒㄧ,chūxi,名詞,7,common,ai,word,,原表記: 出息(˙ㄒㄧ)
出血,出血する/大金を費やす,ㄔㄨ ㄒㄧㄝˇ,chūxiě,変化動詞,7,common,ai,word,,
儲備,蓄える/備蓄,ㄔㄨˊ ㄅㄟˋ,chúbèi,動詞,7,common,ai,word,,
除此之外,これ以外に,ㄔㄨˊ ㄘˇ ㄓ ㄨㄞˋ,chúcǐzhīwài,接続詞,7,common,ai,word,,
鋤頭,くわ,ㄔㄨˊ ˙ㄊㄡ,chútou,名詞,7,common,ai,word,,
處方,処方箋/解決策,ㄔㄨˇ ㄈㄤ,chǔfāng,名詞,7,common,ai,word,,
處分,処分する/懲戒,ㄔㄨˇ ㄈㄣˋ,chǔfèn,名詞/動詞,7,common,ai,word,,
處境,境遇,ㄔㄨˇ ㄐㄧㄥˋ,chǔjìng,名詞,7,common,ai,word,,
處事,物事を処理する,ㄔㄨˇ ㄕˋ,chǔshì,自動詞,7,common,ai,word,,
處於,～にある/～の状態にある,ㄔㄨˇ ㄩˊ,chǔyú,状態動詞,7,common,ai,word,,
處女,処女/初めての,ㄔㄨˇ ㄋㄩˇ,chǔnǚ,名詞,7,common,ai,word,,
穿梭,往来する/行き来する,ㄔㄨㄢ ㄙㄨㄛ,chuānsuō,自動詞,7,common,ai,word,,
傳,伝える/送信する / 伝える/伝記,ㄔㄨㄢˊ / ㄔㄨㄢˊ,chuán / chuán,動詞,4,common,ai,word,,多音字/多義語: 複数の発音・意味を統合
傳遞,伝達する/手渡す,ㄔㄨㄢˊ ㄉㄧˋ,chuándì,動詞,7,common,ai,word,,
傳奇,伝説的な/物語,ㄔㄨㄢˊ ㄑㄧˊ,chuánqí,名詞/状態動詞(形容詞),7,common,ai,word,,
傳神,生き生きとした,ㄔㄨㄢˊ ㄕㄣˊ,chuánshén,状態動詞(形容詞),7,common,ai,word,,
傳授,伝授する/教える,ㄔㄨㄢˊ ㄕㄡˋ,chuánshòu,動詞,7,common,ai,word,,
船隻,船舶,ㄔㄨㄢˊ ㄓ,chuánzhī,名詞,7,common,ai,word,,
喘,息を切らす/喘息,ㄔㄨㄢˇ,chuǎn,動詞,7,common,ai,word,,
創傷,傷/トラウマ,ㄔㄨㄤ ㄕㄤ,chuāngshāng,名詞,7,common,ai,word,,
創,傷つける/創設する,ㄔㄨㄤˋ,chuàng,動詞,7,common,ai,word,,
創辦,設立する,ㄔㄨㄤˋ ㄅㄢˋ,chuàngbàn,動詞,7,common,ai,word,,
創立,創立する,ㄔㄨㄤˋ ㄌㄧˋ,chuànglì,動詞,7,common,ai,word,,
創業,起業する,ㄔㄨㄤˋ ㄧㄝˋ,chuàngyè,離合動詞,7,common,ai,word,,
吹牛,ほらを吹く/雑談する,ㄔㄨㄟ ㄋㄧㄡˊ,chuīniú,離合動詞,7,common,ai,word,,
垂,垂れる/ぶら下がる,ㄔㄨㄟˊ,chuí,動詞,7,common,ai,word,,
垂直,垂直の,ㄔㄨㄟˊ ㄓˊ,chuízhí,状態動詞(形容詞),7,common,ai,word,,
辭,辞める/断る,ㄘˊ,cí,動詞,7,common,ai,word,,
辭行,別れを告げる,ㄘˊ ㄒㄧㄥˊ,cíxíng,自動詞,7,common,ai,word,,
慈善,慈悲深い/慈善の,ㄘˊ ㄕㄢˋ,císhàn,状態動詞(形容詞),7,common,ai,word,,
此刻,今この瞬間,ㄘˇ ㄎㄜˋ,cǐkè,名詞,7,common,ai,word,,
次,〜回 / 次の/二番目の,ㄘˋ / ㄘˋ,cì / cì,限定詞,3,common,ai,word,,多音字/多義語: 複数の発音・意味を統合
次要,二次的な,ㄘˋ ㄧㄠˋ,cìyào,状態動詞(連体用),7,common,ai,word,,
伺候,仕える/世話をする,ㄘˋ ㄏㄡˋ,cìhòu,動詞,7,common,ai,word,,
刺殺,暗殺する/刺殺する,ㄘˋ ㄕㄚ,cìshā,動詞,7,common,ai,word,,
匆忙,慌ただしい,ㄘㄨㄥ ㄇㄤˊ,cōngmáng,状態動詞(形容詞),7,common,ai,word,,
從容,落ち着いた/ゆったりした,ㄘㄨㄥ ㄖㄨㄥˊ,cōngróng,状態動詞(形容詞),7,common,ai,word,,
從而,それによって,cㄛˊnㄍㄜˊ ˙ㄦ,cóngér,接続詞,7,common,ai,word,,
湊巧,偶然に,ㄘㄡˋ ㄑㄧㄠˇ,còuqiǎo,状態動詞(形容詞),7,common,ai,word,,
粗糙,粗い/雑な,ㄘㄨ ㄘㄠ,cūcāo,状態動詞(形容詞),7,common,ai,word,,
粗魯,粗野な/無礼な,ㄘㄨ ㄌㄨˇ,cūlǔ,状態動詞(形容詞),7,common,ai,word,,
促,短い/急ぐ/促す,ㄘㄨˋ,cù,動詞,7,common,ai,word,,
促成,促進する/実現させる,ㄘㄨˋ ㄔㄥˊ,cùchéng,変化動詞,7,common,ai,word,,
促使,促す/駆り立てる,ㄘㄨˋ ㄕˇ,cùshǐ,状態動詞,7,common,ai,word,,
促銷,販売促進する,ㄘㄨˋ ㄒㄧㄠ,cùxiāo,動詞,7,common,ai,word,,
簇擁,群がる/護衛する,ㄘㄨˋ ㄩㄥˇ,cùyǒng,動詞,7,common,ai,word,,
摧殘,荒らす/台無しにする,ㄘㄨㄟ ㄘㄢˊ,cuīcán,動詞,7,common,ai,word,,
摧毀,破壊する/打ち壊す,ㄘㄨㄟ ㄏㄨㄟˇ,cuīhuǐ,動詞,7,common,ai,word,,
催眠,催眠をかける,ㄘㄨㄟ ㄇㄧㄢˊ,cuīmián,動詞,7,common,ai,word,,
脆弱,弱い/もろい,ㄘㄨㄟˋ ㄖㄨㄛˋ,cuìruò,状態動詞(形容詞),7,common,ai,word,,
存貨,在庫/蓄え,ㄘㄨㄣˊ ㄏㄨㄛˋ,cúnhuò,名詞,7,common,ai,word,,
磋商,協議する/相談する,ㄘㄨㄛ ㄕㄤ,cuōshāng,自動詞,7,common,ai,word,,
撮合,仲介する/取り持つ,ㄘㄨㄛˋ ㄏㄜˊ,cuòhé,動詞,7,common,ai,word,,
搭配,組み合わせる/合わせる,ㄉㄚ ㄆㄟˋ,dāpèi,動詞,7,common,ai,word,,
達,達する/届く,ㄉㄚˊ,dá,状態動詞,7,common,ai,word,,
答覆,回答する/返信する,ㄉㄚˊ ㄈㄨˋ,dáfù,動詞,7,common,ai,word,,
打鬥,喧嘩する/戦う,ㄉㄚˇ ㄉㄡˋ,dǎdòu,自動詞,7,common,ai,word,,
打賭,賭けをする,ㄉㄚˇ ㄉㄨˇ,dǎdǔ,離合動詞,7,common,ai,word,,
打發,追い払う/暇をつぶす,ㄉㄚˇ ㄈㄚ,dǎfā,動詞,7,common,ai,word,,
打擊,打撃を与える/攻撃する,ㄉㄚˇ ㄐㄧˊ,dǎjí,動詞,7,common,ai,word,,
打量,値踏みする/見定める,ㄉㄚˇ ㄌㄧㄤˋ,dǎliàng,動詞,7,common,ai,word,,
打獵,狩りをする,ㄉㄚˇ ㄌㄧㄝˋ,dǎliè,離合動詞,7,common,ai,word,,
打牌,トランプや麻雀をする,ㄉㄚˇ ㄆㄞˊ,dǎpái,離合動詞,7,common,ai,word,,
打手,雇われの暴力団員,ㄉㄚˇ ㄕㄡˇ,dǎshǒu,名詞,7,common,ai,word,,
打烊,店を閉める,ㄉㄚˇ ㄧㄤˊ,dǎyáng,変化動詞,7,common,ai,word,,
大道,大通り,ㄉㄚˋ ㄉㄠˋ,dàdào,名詞,7,common,ai,word,,
大隊,大きな集団/部隊,ㄉㄚˋ ㄉㄨㄟˋ,dàduì,名詞,7,common,ai,word,,
大選,総選挙,ㄉㄚˋ ㄒㄩㄢˇ,dàxuǎn,名詞,7,common,ai,word,,
大洋洲,オセアニア,ㄉㄚˋ ㄧㄤˊ ㄓㄡ,dàyángzhōu,名詞,7,common,ai,word,,
呆,ぼんやりした/滞在する,ㄉㄞ,dāi,状態動詞(形容詞),7,common,ai,word,,
歹徒,悪党/犯罪者,ㄉㄞˇ ㄊㄨˊ,dǎitú,名詞,7,common,ai,word,,
逮捕,逮捕する,ㄉㄞˇ ㄅㄨˇ,dǎibǔ,動詞,7,common,ai,word,,
代課,代用教員をする,ㄉㄞˋ ㄎㄜˋ,dàikè,離合動詞,7,common,ai,word,,
怠慢,冷遇する/おろそかにする,ㄉㄞˋ ㄇㄢˋ,dàimàn,状態動詞,7,common,ai,word,,
擔,担う/引き受ける,ㄉㄢ,dān,動詞,7,common,ai,word,,
擔當,引き受ける/責任を持つ,ㄉㄢ ㄉㄤ,dāndāng,動詞,7,common,ai,word,,
擔負,背負う/負担する,ㄉㄢ ㄈㄨˋ,dānfù,動詞,7,common,ai,word,,
單獨,単独で/一人で,ㄉㄢ ㄉㄨˊ,dāndú,副詞,7,common,ai,word,,
單價,単価,ㄉㄢ ㄐㄧㄚˋ,dānjià,名詞,7,common,ai,word,,
單據,領収書/証憑,ㄉㄢ ㄐㄩˋ,dānjù,名詞,7,common,ai,word,,
單親,ひとり親の,ㄉㄢ ㄑㄧㄣ,dānqīn,状態動詞(連体用),7,common,ai,word,,
單行道,一方通行,ㄉㄢ ㄒㄧㄥˊ ㄉㄠˋ,dānxíngdào,名詞,7,common,ai,word,,
膽,胆嚢/度胸,ㄉㄢˇ,dǎn,名詞,7,common,ai,word,,
膽固醇,コレステロール,ㄉㄢˇ ㄍㄨˋ ㄔㄨㄣˊ,dǎngùchún,名詞,7,common,ai,word,,
但,しかし/ただ,ㄉㄢˋ,dàn,副詞,7,common,ai,word,,
淡季,閑散期,ㄉㄢˋ ㄐㄧˋ,dànjì,名詞,7,common,ai,word,,
淡水,淡水/真水,ㄉㄢˋ ㄕㄨㄟˇ,dànshuǐ,名詞,7,common,ai,word,,
刀,ナイフ/包丁 / ナイフ/刃物,ㄉㄠ(ㄗ˙) / ㄉㄠ,dāo(zi) / dāo,量詞,3,common,ai,word,,多音字/多義語: 複数の発音・意味を統合
導師,指導教員/チューター,ㄉㄠˇ ㄕ,dǎoshī,名詞,7,common,ai,word,,
導致,引き起こす/招く,ㄉㄠˇ ㄓˋ,dǎozhì,状態動詞,7,common,ai,word,,
島嶼,島嶼/島,ㄉㄠˇ ㄩˇ,dǎoyǔ,名詞,7,common,ai,word,,
道,〜品(料理の量詞)/道 / 道/方法/道理,ㄉㄠˋ / ㄉㄠˋ,dào / dào,自動詞,3,common,ai,word,,多音字/多義語: 複数の発音・意味を統合
道別,別れを告げる,ㄉㄠˋ ㄅㄧㄝˊ,dàobié,自動詞,7,common,ai,word,,
道地,本場の/正真正銘の,ㄉㄠˋ ㄉㄧˋ,dàodì,状態動詞(形容詞),7,common,ai,word,,
道義,道徳/正義,ㄉㄠˋ ㄧˋ,dàoyì,名詞,7,common,ai,word,,
到頭來,結局/最終的に,ㄉㄠˋ ㄊㄡˊ ㄌㄞˊ,dàotóulái,副詞,7,common,ai,word,,
倒數,逆算する/カウントダウン,ㄉㄠˋ ㄕㄨˇ,dàoshǔ,自動詞,7,common,ai,word,,
當兵,兵役に就く,ㄉㄤ ㄅㄧㄥ,dāngbīng,離合動詞,7,common,ai,word,,
當代,現代,ㄉㄤ ㄉㄞˋ,dāngdài,名詞,7,common,ai,word,,
當局,当局/関係者,ㄉㄤ ㄐㄩˊ,dāngjú,名詞,7,common,ai,word,,
當前,現在/目下,ㄉㄤ ㄑㄧㄢˊ,dāngqián,名詞,7,common,ai,word,,
當心,注意する/用心する,ㄉㄤ ㄒㄧㄣ,dāngxīn,状態動詞(形容詞),7,common,ai,word,,
黨派,政党/派閥,ㄉㄤˇ ㄆㄞˋ,dǎngpài,名詞,7,common,ai,word,,
黨員,党員,ㄉㄤˇ ㄩㄢˊ,dǎngyuán,名詞,7,common,ai,word,,
得以,～できる/おかげで,ㄉㄜˊ ㄧˇ,déyǐ,副詞,7,common,ai,word,,
登場,登場する/現れる,ㄉㄥ ㄔㄤˇ,dēngchǎng,自動詞,7,common,ai,word,,
登陸,上陸する,ㄉㄥ ㄌㄨˋ,dēnglù,自動詞,7,common,ai,word,,
燈火,灯火/明かり,ㄉㄥ ㄏㄨㄛˇ,dēnghuǒ,名詞,7,common,ai,word,,
燈籠,提灯,ㄉㄥ ㄌㄨㄥˊ,dēnglóng,名詞,7,common,ai,word,,
等候,待つ,ㄉㄥˇ ㄏㄡˋ,děnghòu,状態動詞,7,common,ai,word,,
等價,等価の/同等の,ㄉㄥˇ ㄐㄧㄚˋ,děngjià,状態動詞(形容詞),7,common,ai,word,,
瞪,にらむ/目を大きく開く,ㄉㄥˋ,dèng,動詞,7,common,ai,word,,
嘀咕,ぶつぶつ言う/不安に思う,ㄉㄧˊ ㄍㄨ,dígū,自動詞,7,common,ai,word,,
底片,ネガ/フィルム,ㄉㄧˇ ㄆㄧㄢˋ,dǐpiàn,名詞,7,common,ai,word,,
抵押,担保に入れる,ㄉㄧˇ ㄧㄚ,dǐyā,動詞,7,common,ai,word,,
抵制,抵抗する/ボイコットする,ㄉㄧˇ ㄓˋ,dǐzhì,動詞,7,common,ai,word,,
地步,段階/状況/余地,ㄉㄧˋ ㄅㄨˋ,dìbù,名詞,7,common,ai,word,,
地勢,地形/地勢,ㄉㄧˋ ㄕˋ,dìshì,名詞,7,common,ai,word,,
地域,地域/区域,ㄉㄧˋ ㄩˋ,dìyù,名詞,7,common,ai,word,,
地主,地主/主催者,ㄉㄧˋ ㄓㄨˇ,dìzhǔ,名詞,7,common,ai,word,,
締結,締結する,ㄉㄧˋ ㄐㄧㄝˊ,dìjié,動詞,7,common,ai,word,,
締造,築く/創設する,ㄉㄧˋ ㄗㄠˋ,dìzào,動詞,7,common,ai,word,,
弟兄,兄弟/仲間,ㄉㄧˋ ㄒㄩㄥ,dìxiōng,名詞,7,common,ai,word,,
顛覆,転覆させる/覆す,ㄉㄧㄢ ㄈㄨˋ,diānfù,動詞,7,common,ai,word,,
典雅,上品な/優雅な,ㄉㄧㄢˇ ㄧㄚˇ,diǎnyǎ,状態動詞(形容詞),7,common,ai,word,,
點子,点/アイデア,ㄉㄧㄢˇ ˙ㄗ,diǎnzi,名詞,7,common,ai,word,,
奠定,確立する/固める,ㄉㄧㄢˋ ㄉㄧㄥˋ,diàndìng,変化動詞,7,common,ai,word,,
惦記,気にかける/案じる,ㄉㄧㄢˋ ㄐㄧˋ,diànjì,状態動詞,7,common,ai,word,,
電工,電気技師/電気工事,ㄉㄧㄢˋ ㄍㄨㄥ,diàngōng,名詞,7,common,ai,word,,
電壓,電圧,ㄉㄧㄢˋ ㄧㄚ,diànyā,名詞,7,common,ai,word,,
凋零,枯れる/衰える,ㄉㄧㄠ ㄌㄧㄥˊ,diāolíng,状態動詞(形容詞),7,common,ai,word,,
調度,配車する/手配する,ㄉㄧㄠˋ ㄉㄨˋ,diàodù,自動詞,7,common,ai,word,,
吊橋,吊り橋/跳ね橋,ㄉㄧㄠˋ ㄑㄧㄠˊ,diàoqiáo,名詞,7,common,ai,word,,
疊,折り畳む/重ねる,ㄉㄧㄝˊ,dié,動詞,7,common,ai,word,,
定額,定額/ノルマ,ㄉㄧˋnㄍㄜˊ,dìngé,名詞,7,common,ai,word,,
定義,定義/定義する,ㄉㄧㄥˋ ㄧˋ,dìngyì,名詞,7,common,ai,word,,
釘,釘を打つ/付きまとう,ㄉㄧㄥˋ,dìng,動詞,7,common,ai,word,,
丟棄,捨てる/放棄する,ㄉㄧㄡ ㄑㄧˋ,diūqì,動詞,7,common,ai,word,,
凍結,凍結する/固定する,ㄉㄨㄥˋ ㄐㄧㄝˊ,dòngjié,動詞,7,common,ai,word,,
洞穴,洞窟,ㄉㄨㄥˋ ㄒㄩㄝˋ,dòngxuè,名詞,7,common,ai,word,,
動產,動産,ㄉㄨㄥˋ ㄔㄢˇ,dòngchǎn,名詞,7,common,ai,word,,
動靜,動き/気配,ㄉㄨㄥˋ ㄐㄧㄥˋ,dòngjìng,名詞,7,common,ai,word,,
動力,動力/原動力,ㄉㄨㄥˋ ㄌㄧˋ,dònglì,名詞,7,common,ai,word,,
動亂,混乱/騒乱,ㄉㄨㄥˋ ㄌㄨㄢˋ,dòngluàn,状態動詞(形容詞),7,common,ai,word,,
動態,動向/動き,ㄉㄨㄥˋ ㄊㄞˋ,dòngtài,名詞,7,common,ai,word,,
動向,傾向/動向,ㄉㄨㄥˋ ㄒㄧㄤˋ,dòngxiàng,名詞,7,common,ai,word,,
動員,動員する,ㄉㄨㄥˋ ㄩㄢˊ,dòngyuán,動詞,7,common,ai,word,,
抖,震える/振り落とす/暴露する,ㄉㄡˇ,dǒu,動詞,7,common,ai,word,,
陡,険しい/急な,ㄉㄡˇ,dǒu,状態動詞(形容詞),7,common,ai,word,,
逗留,滞在する,ㄉㄡˋ ㄌㄧㄡˊ,dòuliú,自動詞,7,common,ai,word,,
鬥志,闘志,ㄉㄡˋ ㄓˋ,dòuzhì,名詞,7,common,ai,word,,
督促,督促する/促す,ㄉㄨ ㄘㄨˋ,dūcù,動詞,7,common,ai,word,,
獨創,独創する/創意工夫,ㄉㄨˊ ㄔㄨㄤˋ,dúchuàng,動詞,7,common,ai,word,,
獨到,独自の/独創的な,ㄉㄨˊ ㄉㄠˋ,dúdào,状態動詞(形容詞),7,common,ai,word,,
獨占,独占する,ㄉㄨˊ ㄓㄢˋ,dúzhàn,動詞,7,common,ai,word,,原表記: 獨占/獨佔
讀物,読み物,ㄉㄨˊ ㄨˋ,dúwù,名詞,7,common,ai,word,,
堵,塞ぐ/詰まる/胸が詰まる,ㄉㄨˇ,dǔ,動詞,7,common,ai,word,,
堵塞,詰まる/閉塞,ㄉㄨˇ ㄙㄜˋ,dǔsè,状態動詞,7,common,ai,word,,
賭博,賭博をする,ㄉㄨˇ ㄅㄛˊ,dǔbó,自動詞,7,common,ai,word,,
賭場,カジノ/賭博場,ㄉㄨˇ ㄔㄤˇ,dǔchǎng,名詞,7,common,ai,word,,
渡,渡る/渡す,ㄉㄨˋ,dù,動詞,7,common,ai,word,,
度量衡,度量衡/測定,ㄉㄨˋ ㄌㄧㄤˋ ㄏㄥˊ,dùliànghéng,名詞,7,common,ai,word,,
端正,端正な/きちんとした,ㄉㄨㄢ ㄓㄥˋ,duānzhèng,状態動詞(形容詞),7,common,ai,word,,
短缺,不足,ㄉㄨㄢˇ ㄑㄩㄝ,duǎnquē,状態動詞(形容詞),7,common,ai,word,,
短暫,短い/一時的な,ㄉㄨㄢˇ ㄓㄢˋ,duǎnzhàn,状態動詞(形容詞),7,common,ai,word,,
斷絕,絶つ/断絶する,ㄉㄨㄢˋ ㄐㄩㄝˊ,duànjué,動詞,7,common,ai,word,,
堆積,積み重なる/蓄積,ㄉㄨㄟ ㄐㄧ,duījī,動詞,7,common,ai,word,,
隊伍,隊列/集団,ㄉㄨㄟˋ ㄨˇ,duìwǔ,名詞,7,common,ai,word,,
兌現,現金化する/約束を果たす,ㄉㄨㄟˋ ㄒㄧㄢˋ,duìxiàn,動詞,7,common,ai,word,,
對比,対比/比率,ㄉㄨㄟˋ ㄅㄧˇ,duìbǐ,名詞,7,common,ai,word,,
對照,照らし合わせる/対照,ㄉㄨㄟˋ ㄓㄠˋ,duìzhào,状態動詞,7,common,ai,word,,
對峙,対峙する,ㄉㄨㄟˋ ㄓˋ,duìzhì,状態動詞(形容詞),7,common,ai,word,,
頓時,たちまち/すぐに,ㄉㄨㄣˋ ㄕˊ,dùnshí,副詞,7,common,ai,word,,
多寡,多寡/数量,ㄉㄨㄛ ㄍㄨㄚˇ,duōguǎ,名詞,7,common,ai,word,,
多虧,おかげで,ㄉㄨㄛ ㄎㄨㄟ,duōkuī,副詞,7,common,ai,word,,
多媒體,マルチメディア,ㄉㄨㄛ ㄇㄟˊ ㄊㄧˇ,duōméitǐ,名詞,7,common,ai,word,,
多元,多元的な/多様な,ㄉㄨㄛ ㄩㄢˊ,duōyuán,状態動詞(形容詞),7,common,ai,word,,
奪魁,優勝する/首位を奪う,ㄉㄨㄛˊ ㄎㄨㄟˊ,duókuí,変化動詞,7,common,ai,word,,
躲避,避ける/隠れる,ㄉㄨㄛˇ ㄅㄧˋ,duǒbì,動詞,7,common,ai,word,,
墮胎,中絶する,ㄉㄨㄛˋ ㄊㄞ,duòtāi,離合動詞,7,common,ai,word,,
額外,追加の/余分の,ㄜˊ ㄨㄞˋ,éwài,状態動詞(連体用),7,common,ai,word,,
惡,悪い/凶悪な/憎む,ㄜˋ,è,状態動詞(連体用),7,common,ai,word,,
惡化,悪化する,ㄜˋ ㄏㄨㄚˋ,èhuà,変化動詞,7,common,ai,word,,
惡性,悪性の/悪質な,ㄜˋ ㄒㄧㄥˋ,èxìng,状態動詞(連体用),7,common,ai,word,,
惡意,悪意,ㄜˋ ㄧˋ,èyì,名詞,7,common,ai,word,,
恩愛,夫婦仲睦まじい,ㄜ ㄋㄞˋ,ēnài,状態動詞(形容詞),7,common,ai,word,,
恩情,恩情/慈しみ,ㄣ ㄑㄧㄥˊ,ēnqíng,名詞,7,common,ai,word,,
恩怨,恩義と恨み/確執,ㄣ ㄩㄢˋ,ēnyuàn,名詞,7,common,ai,word,,
而是,むしろ/かえって,ㄦˊ ㄕˋ,érshì,接続詞,7,common,ai,word,,
而言,～に関して言えば,ㄦˊ ㄧㄢˊ,éryán,,7,common,ai,word,,
兒女,子供/恋人同士,ㄦˊ ㄋㄩˇ,érnǚ,名詞,7,common,ai,word,,
耳光,平手打ち,ㄦˇ ㄍㄨㄤ,ěrguāng,名詞,7,common,ai,word,,
發電,発電する/電報を打つ,ㄈㄚ ㄉㄧㄢˋ,fādiàn,自動詞,7,common,ai,word,,
發瘋,気が狂う,ㄈㄚ ㄈㄥ,fāfēng,変化動詞,7,common,ai,word,,
發掘,発掘する/見出す,ㄈㄚ ㄐㄩㄝˊ,fājué,動詞,7,common,ai,word,,
發誓,誓う,ㄈㄚ ㄕˋ,fāshì,離合動詞,7,common,ai,word,,
發育,発育する/成長する,ㄈㄚ ㄩˋ,fāyù,状態動詞(形容詞),7,common,ai,word,,
發作,発作が起きる/急変する,ㄈㄚ ㄗㄨㄛˋ,fāzuò,変化動詞,7,common,ai,word,,
法定,法律で定められた,ㄈㄚˇ ㄉㄧㄥˋ,fǎdìng,状態動詞(連体用),7,common,ai,word,,
法官,裁判官,ㄈㄚˇ ㄍㄨㄢ,fǎguān,名詞,7,common,ai,word,,
法則,法則/ルール,ㄈㄚˇ ㄗㄜˊ,fǎzé,名詞,7,common,ai,word,,
法制,法制度,ㄈㄚˇ ㄓˋ,fǎzhì,名詞,7,common,ai,word,,
法治,法の支配,ㄈㄚˇ ㄓˋ,fǎzhì,名詞,7,common,ai,word,,
翻臉,仲違いする/敵対する,ㄈㄢ ㄌㄧㄢˇ,fānliǎn,変化動詞,7,common,ai,word,,
翻身,寝返る/身を起こす/解放される,ㄈㄢ ㄕㄣ,fānshēn,離合動詞,7,common,ai,word,,
翻新,刷新する/作り直す,ㄈㄢ ㄒㄧㄣ,fānxīn,動詞,7,common,ai,word,,
繁多,数多くある,ㄈㄢˊ ㄉㄨㄛ,fánduō,状態動詞(形容詞),7,common,ai,word,,
繁體,繁体字,ㄈㄢˊ ㄊㄧˇ,fántǐ,名詞,7,common,ai,word,,
藩籬,垣根/障壁,ㄈㄢˊ ㄌㄧˊ,fánlí,名詞,7,common,ai,word,,
凡,凡庸な/すべて,ㄈㄢˊ,fán/fánshì,接続詞,7,common,ai,word,,原表記: 凡/凡是
返,戻る/帰る,ㄈㄢˇ,fǎn,動詞,7,common,ai,word,,
反擊,反撃する,ㄈㄢˇ ㄐㄧˊ,fǎnjí,動詞,7,common,ai,word,,
反射,反射する/反射,ㄈㄢˇ ㄕㄜˋ,fǎnshè,自動詞,7,common,ai,word,,
反省,反省する,ㄈㄢˇ ㄒㄧㄥˇ,fǎnxǐng,自動詞,7,common,ai,word,,
反之,逆に/反対に,ㄈㄢˇ ㄓ,fǎnzhī,接続詞,7,common,ai,word,,
犯規,反則する,ㄈㄢˋ ㄍㄨㄟ,fànguī,離合動詞,7,common,ai,word,,
販毒,麻薬を密売する,ㄈㄢˋ ㄉㄨˊ,fàndú,自動詞,7,common,ai,word,,
販賣,売る/商う,ㄈㄢˋ ㄇㄞˋ,fànmài,動詞,7,common,ai,word,,
方位,方位/方角,ㄈㄤ ㄨㄟˋ,fāngwèi,名詞,7,common,ai,word,,
方向盤,ハンドル,ㄈㄤ ㄒㄧㄤˋ ㄆㄢˊ,fāngxiàngpán,名詞,7,common,ai,word,,
方針,方針/指針,ㄈㄤ ㄓㄣ,fāngzhēn,名詞,7,common,ai,word,,
方正,正方形の/きちんとした,ㄈㄤ ㄓㄥˋ,fāngzhèng,状態動詞(形容詞),7,common,ai,word,,
妨礙,妨げる/邪魔する,ㄈㄢˊ ㄍㄞˋ,fángài,動詞,7,common,ai,word,,
防備,備える/警戒する,ㄈㄤˊ ㄅㄟˋ,fángbèi,動詞,7,common,ai,word,,
防範,警戒する/防ぐ,ㄈㄤˊ ㄈㄢˋ,fángfàn,動詞,7,common,ai,word,,
防水,防水の,ㄈㄤˊ ㄕㄨㄟˇ,fángshuǐ,状態動詞(形容詞),7,common,ai,word,,
防衛,防衛する,ㄈㄤˊ ㄨㄟˋ,fángwèi,動詞,7,common,ai,word,,
防禦,防御する,ㄈㄤˊ ㄩˋ,fángyù,動詞,7,common,ai,word,,
防治,予防と治療,ㄈㄤˊ ㄓˋ,fángzhì,動詞,7,common,ai,word,,
仿冒,模造する/偽造する,ㄈㄤˇ ㄇㄠˋ,fǎngmào,動詞,7,common,ai,word,,
仿造,模造する/真似て作る,ㄈㄤˇ ㄗㄠˋ,fǎngzào,動詞,7,common,ai,word,,
紡織,紡績する,ㄈㄤˇ ㄓ,fǎngzhī,自動詞,7,common,ai,word,,
放蕩,放蕩な/自堕落な,ㄈㄤˋ ㄉㄤˋ,fàngdàng,状態動詞(形容詞),7,common,ai,word,,
放寬,緩和する/緩める,ㄈㄤˋ ㄎㄨㄢ,fàngkuān,動詞,7,common,ai,word,,
放款,融資する,ㄈㄤˋ ㄎㄨㄢˇ,fàngkuǎn,自動詞,7,common,ai,word,,
放任,放置する/甘やかす,ㄈㄤˋ ㄖㄣˋ,fàngrèn,状態動詞,7,common,ai,word,,
放映,上映する,ㄈㄤˋ ㄧㄥˋ,fàngyìng,動詞,7,common,ai,word,,
放逐,追放する,ㄈㄤˋ ㄓㄨˊ,fàngzhú,自動詞,7,common,ai,word,,
非凡,並外れた/非凡な,ㄈㄟ ㄈㄢˊ,fēifán,状態動詞(形容詞),7,common,ai,word,,
飛彈,ミサイル,ㄈㄟ ㄉㄢˋ,fēidàn,名詞,7,common,ai,word,,
飛快,非常に速い,ㄈㄟ ㄎㄨㄞˋ,fēikuài,副詞,7,common,ai,word,,
飛翔,飛翔する/舞う,ㄈㄟ ㄒㄧㄤˊ,fēixiáng,自動詞,7,common,ai,word,,
飛行,飛行する,ㄈㄟ ㄒㄧㄥˊ,fēixíng,自動詞,7,common,ai,word,,
廢,廃止する/捨てる,ㄈㄟˋ,fèi,動詞,7,common,ai,word,,
廢除,廃止する/撤廃する,ㄈㄟˋ ㄔㄨˊ,fèichú,動詞,7,common,ai,word,,
廢棄,廃棄する/捨てる,ㄈㄟˋ ㄑㄧˋ,fèiqì,動詞,7,common,ai,word,,
