headword,meaning_ja,zhuyin,pinyin,pos,tocfl_level,taiwan_usage,source,entry_type,scene_tags,notes,en_ref
死亡,死亡する/死,ㄙˇ ㄨㄤˊ,sǐwáng,変化動詞,6,common,ai,word,,,to die; death
飼養,飼育する/育てる,ㄙˋ ㄧㄤˇ,sìyǎng,動詞,6,common,ai,word,,,to raise; to rear
四周,周囲/あたり,ㄙˋ ㄓㄡ,sìzhōu,名詞,6,common,ai,word,,,all around
鬆,緩い/緩める/リラックスする,ㄙㄨㄥ,sōng,状態動詞(形容詞),6,common,ai,word,,,loose; to loosen; to relax
送行,見送る,ㄙㄨㄥˋ ㄒㄧㄥˊ,sòngxíng,自動詞,6,common,ai,word,,,to see someone off; to throw someone a send-off party
俗,俗っぽい/流行の,ㄙㄨˊ,sú,状態動詞(形容詞),6,common,ai,word,,,custom; convention; popular
算起來,計算する/合計する,ㄙㄨㄢˋ ㄑㄧˇ ㄌㄞˊ,suànqǐlái,副詞,6,common,ai,word,,,to calculate; to estimate; in total
算是,～とみなす/一応～だ,ㄙㄨㄢˋ ㄕˋ,suànshì,状態動詞,6,common,ai,word,,,considered to be; at last
算帳,清算する/仕返しする,ㄙㄨㄢˋ ㄓㄤˋ,suànzhàng,離合動詞,6,common,ai,word,,,
俗話,ことわざ,ㄙㄨˊ ㄏㄨㄚˋ,súhuà,名詞,6,common,ai,word,,,common saying; proverb
俗話說,ことわざに言うには,ㄙㄨˊ ㄏㄨㄚˋ ㄕㄨㄛ,súhuàshuō,,6,common,ai,word,,,as the proverb says; as they say...
隨,従う/～に応じて,ㄙㄨㄟˊ / ㄙㄨㄟˊ,suí / suí,状態動詞/副詞/介詞(前置詞),6,common,ai,word,,多音字/多義語: 複数の発音・意味を統合,to follow; to comply with; varying according to...
碎,砕ける/バラバラの,ㄙㄨㄟˋ,suì,変化動詞,6,common,ai,word,,,(transitive or intransitive) to break into pieces; to shatter; to crumble; broken; fragmentary; scattered; garrulous
隨手,ついでに/手近に,ㄙㄨㄟˊ ㄕㄡˇ,suíshǒu,副詞,6,common,ai,word,,,conveniently; without extra trouble; while doing it
歲數,年齢,ㄙㄨㄟˋ ㄕㄨˋ,suìshù,名詞,6,common,ai,word,,,age (number of years old)
隨意,自由な/気ままな,ㄙㄨㄟˊ ㄧˋ,suíyì,状態動詞(形容詞),6,common,ai,word,,,as one wishes; according to one's wishes; at will
隨著,～に伴って/～に従って,ㄙㄨㄟˊ ˙ㄓㄜ,suízhe,介詞(前置詞),6,common,ai,word,,,along with; in the wake of; following
塑膠,プラスチック,ㄙㄨˋ ㄐㄧㄠ,sùjiāo,名詞,6,common,ai,word,,,synthetic resin; plastic cement; (Tw) plastic
損失,損失/損害,ㄙㄨㄣˇ ㄕ,sǔnshī,名詞/変化動詞,6,common,ai,word,,,loss; damage; CL:個|个[ge4]
縮,縮む/引っ込める,ㄙㄨㄛ,suō,動詞,6,common,ai,word,,,to withdraw; to pull back; to contract
縮短,短縮する,ㄙㄨㄛ ㄉㄨㄢˇ,suōduǎn,動詞,6,common,ai,word,,,to shorten; to reduce; to curtail
縮水,縮む/減少する,ㄙㄨㄛ ㄕㄨㄟˇ,suōshuǐ,変化動詞,6,common,ai,word,,,to shrink (in the wash); fig. to shrink (of profits etc)
素食,精進料理/菜食,ㄙㄨˋ ㄕˊ,sùshí,名詞,6,common,ai,word,,,vegetarian food; to eat a vegetarian diet
牠,それ（動物）,ㄊㄚ,tā,名詞,6,common,ai,word,,,it (pronoun for an animal)
踏,踏む,ㄊㄚˋ,tà,動詞,6,common,ai,word,,,see 踏實|踏实[ta1 shi5] ‖ to tread
塌,崩れる/倒れる,ㄊㄚ,tā,変化動詞,6,common,ai,word,,,to collapse; to droop; to settle down
太空,宇宙,ㄊㄞˋ ㄎㄨㄥ,tàikōng,名詞,6,common,ai,word,,,outer space
抬頭,顔を上げる/頭角を現す,ㄊㄞˊ ㄊㄡˊ,táitóu,離合動詞,6,common,ai,word,,,"to raise one's head; to gain ground; account name, or space for writing the name on checks, bills etc"
彈,弾く/はじく,ㄊㄢˊ,tán,動詞,6,common,ai,word,,,crossball; bullet; shot ‖ to pluck (a string)
探,探る/訪問する,ㄊㄢˋ,tàn,動詞,6,common,ai,word,,,to explore; to search out; to scout
趟,回（往復の回数）,ㄊㄤˋ,tàng,量詞,6,common,ai,word,,,"to wade; to trample; to turn the soil ‖ classifier for times, round trips or row"
燙,熱い/やけどさせる,ㄊㄤˋ,tàng,動詞/状態動詞(形容詞),6,common,ai,word,,,to scald; to burn (by scalding); to blanch (cooking)
湯圓,湯円（白玉団子）,ㄊㄤ ㄩㄢˊ,tāngyuán,名詞,6,common,ai,word,,,"boiled or deep-fried balls of glutinous rice flour, usually eaten during Lantern Festival"
談判,交渉する,ㄊㄢˊ ㄆㄢˋ,tánpàn,自動詞,6,common,ai,word,,,to negotiate; negotiation; talks
探親,帰省する,ㄊㄢˋ ㄑㄧㄣ,tànqīn,離合動詞,6,common,ai,word,,,to go home to visit one's family
探討,検討する/探求する,ㄊㄢˋ ㄊㄠˇ,tàntǎo,動詞,6,common,ai,word,,,to investigate; to probe
攤位,屋台/売店,ㄊㄢ ㄨㄟˋ,tānwèi,名詞,6,common,ai,word,,,vendor's booth
毯子,毛布,ㄊㄢˇ ˙ㄗ,tǎnzi,名詞,6,common,ai,word,,,"blanket; CL:條|条[tiao2],張|张[zhang1],床[chuang2],面[mian4]"
攤子,屋台/露店,ㄊㄢ ˙ㄗ,tānzi,名詞,6,common,ai,word,,,booth; vendor's stall; (fig.) organizational structure; scale of operations
套,〜セット/〜着(量詞) / かぶせる/套（カバー）,ㄊㄠˋ / ㄊㄠˋ,tào / tào,動詞,4,common,ai,word,,多音字/多義語: 複数の発音・意味を統合,to cover; to encase; cover
逃,逃げる,ㄊㄠˊ,táo,自動詞,6,common,ai,word,,,to escape; to run away; to flee
討,求める/ねだる,ㄊㄠˇ,tǎo,動詞,6,common,ai,word,,,to invite; to provoke; to demand or ask for
掏,取り出す/すくい出す,ㄊㄠ,tāo,動詞,6,common,ai,word,,,to fish out (from pocket); to scoop
逃避,避ける/逃避する,ㄊㄠˊ ㄅㄧˋ,táobì,動詞,6,common,ai,word,,,to escape; to evade; to avoid
陶瓷,陶磁器,ㄊㄠˊ ㄘˊ,táocí,名詞,6,common,ai,word,,,pottery and porcelain; ceramics
淘氣,いたずらな/わんぱくな,ㄊㄠˊ ㄑㄧˋ,táoqì,状態動詞(形容詞),6,common,ai,word,,,naughty; mischievous
逃走,逃げ去る,ㄊㄠˊ ㄗㄡˇ,táozǒu,変化動詞,6,common,ai,word,,,to escape; to flee; to run away
特別,特別だ/特に / 特別な/特に,ㄊㄜˋ ㄅㄧㄝˊ / ㄊㄜˋ ㄅㄧㄝˊ,tèbié / tèbié,副詞,3,common,ai,word,,多音字/多義語: 複数の発音・意味を統合,unusual; special; very; especially; particularly; expressly; for a specific purpose
特點,特徴,ㄊㄜˋ ㄉㄧㄢˇ,tèdiǎn,名詞,6,common,ai,word,,,characteristic (feature); trait; feature
提,提げる/持ち出す / 提げる/持ち上げる,ㄊㄧˊ / ㄊㄧˊ,tí / tí,動詞,4,common,ai,word,,多音字/多義語: 複数の発音・意味を統合,to carry (hanging down from the hand); to lift; to put forward
天空,空,ㄊㄧㄢ ㄎㄨㄥ,tiānkōng,名詞,6,common,ai,word,,,sky
天然,天然の/自然の,ㄊㄧㄢ ㄖㄢˊ,tiānrán,状態動詞(形容詞),6,common,ai,word,,,natural
天文,天文学,ㄊㄧㄢ ㄨㄣˊ,tiānwén,名詞,6,common,ai,word,,,astronomy
田野,野原/田畑,ㄊㄧㄢˊ ㄧㄝˇ,tiányě,名詞,6,common,ai,word,,,field; open land; CL:片[pian4]
天真,純粋な/世間知らずな,ㄊㄧㄢ ㄓㄣ,tiānzhēn,状態動詞(形容詞),6,common,ai,word,,,naive; innocent; artless
天主教,カトリック教,ㄊㄧㄢ ㄓㄨˇ ㄐㄧㄠˋ,tiānzhǔjiào,名詞,6,common,ai,word,,,Catholicism
調,異動させる/調和させる,ㄊㄧㄠˊ / ㄉㄧㄠˋ,tiáo / diào,動詞,6,common,ai,word,,多音字/多義語: 複数の発音・意味を統合,to transfer; to move (troops or cadres); to investigate ‖ to harmonize
挑,担ぐ/選ぶ/持ち上げる,ㄊㄧㄠ,tiāo,動詞,6,common,ai,word,,,to carry on a shoulder pole; to choose; to pick ‖ to raise
跳高,走り高跳び,ㄊㄧㄠˋ ㄍㄠ,tiàogāo,自動詞,6,common,ai,word,,,(athletics) high jump
挑選,選ぶ/選抜する,ㄊㄧㄠ ㄒㄩㄢˇ,tiāoxuǎn,動詞,6,common,ai,word,,,to choose; to select
跳遠,走り幅跳び,ㄊㄧㄠˋ ㄩㄢˇ,tiàoyuǎn,自動詞,6,common,ai,word,,,long jump (athletics)
條約,条約,ㄊㄧㄠˊ ㄩㄝ,tiáoyuē,名詞,6,common,ai,word,,,treaty; pact; CL:個|个[ge4]
調整,調整する,ㄊㄧㄠˊ ㄓㄥˇ,tiáozhěng,動詞,6,common,ai,word,,,to adjust; adjustment; revision
貼心,親密な/気が利く,ㄊㄧㄝ ㄒㄧㄣ,tiēxīn,状態動詞(形容詞),6,common,ai,word,,,intimate; close; considerate
停止,停止する/やめる,ㄊㄧㄥˊ ㄓˇ,tíngzhǐ,変化動詞,6,common,ai,word,,,to stop; to halt; to cease
提起,言及する/持ち上げる,ㄊㄧˊ ㄑㄧˇ,tíqǐ,動詞,6,common,ai,word,,,to mention; to bring up; (lit. and fig.) to lift; to raise; to initiate (legal proceedings)
提前,前倒しする/早める,ㄊㄧˊ ㄑㄧㄢˊ,tíqián,変化動詞,6,common,ai,word,,,to shift to an earlier date; to do sth ahead of time; in advance
體溫,体温,ㄊㄧˇ ㄨㄣ,tǐwēn,名詞,6,common,ai,word,,,(body) temperature
提醒,注意を促す/思い出させる,ㄊㄧˊ ㄒㄧㄥˇ,tíxǐng,動詞,6,common,ai,word,,,to remind; to call attention to; to warn of
體驗,体験する,ㄊㄧˇ ㄧㄢˋ,tǐyàn,動詞,6,common,ai,word,,,to experience for oneself
提早,早める/前倒しする,ㄊㄧˊ ㄗㄠˇ,tízǎo,変化動詞,6,common,ai,word,,,ahead of schedule; sooner than planned; to bring forward (to an earlier time)
桶,バケツ/樽,ㄊㄨㄥˇ,tǒng,量詞,6,common,ai,word,,,bucket; (trash) can; barrel (of oil etc)
同胞,同胞/兄弟姉妹,ㄊㄨㄥˊ ㄅㄠ,tóngbāo,名詞,6,common,ai,word,,,born of the same parents; sibling; fellow citizen
通常,通常/たいてい,ㄊㄨㄥ ㄔㄤˊ,tōngcháng,副詞,6,common,ai,word,,,regular; usual; normal; usually; normally
統計,統計/集計する,ㄊㄨㄥˇ ㄐㄧˋ / ㄊㄨㄥˇ ㄐㄧˋ,tǒngjì / tǒngjì,動詞/名詞,6,common,ai,word,,多音字/多義語: 複数の発音・意味を統合,statistics; to count; to add up
痛快,痛快な/すがすがしい,ㄊㄨㄥˋ ㄎㄨㄞˋ,tòngkuài,状態動詞(形容詞),6,common,ai,word,,,delighted; to one's heart's content; straightforward
通信,通信する,ㄊㄨㄥ ㄒㄧㄣˋ,tōngxìn,離合動詞,6,common,ai,word,,,"to correspond (by letter, email etc); to send or receive messages through telecommunications"
通訊,通信/ニュース,ㄊㄨㄥ ㄒㄩㄣˋ,tōngxùn,名詞,6,common,ai,word,,,communications; news story; dispatch
統一,統一する,ㄊㄨㄥˇ ㄧ,tǒngyī,状態動詞(形容詞),6,common,ai,word,,,7-Eleven (convenience store chain) ‖ to unify; to integrate
同志,同志/同性愛者,ㄊㄨㄥˊ ㄓˋ,tóngzhì,名詞,6,common,ai,word,,,"comrade; (slang) homosexual; CL:位[wei4],個|个[ge4]"
統治,統治する,ㄊㄨㄥˇ ㄓˋ,tǒngzhì,動詞,6,common,ai,word,,,to rule (a country); to govern; rule
透,突き抜ける/徹底的な,ㄊㄡˋ,tòu,状態動詞(形容詞),6,common,ai,word,,,(bound form) to penetrate; to seep through; to tell secretly; to leak; thoroughly; through and through
偷,盗む/こっそり / 盗む,ㄊㄡ / ㄊㄡ,tōu / tōu/tōutōu,副詞,4,common,ai,word,,多音字/多義語: 複数の発音・意味を統合,to steal; to pilfer; to snatch
透過,通して/手段として,ㄊㄡˋ ㄍㄨㄛˋ,tòuguò,介詞(前置詞),6,common,ai,word,,,to pass through; to penetrate; by means of
頭腦,頭脳/知能,ㄊㄡˊ ㄋㄠˇ,tóunǎo,名詞,6,common,ai,word,,,brains; mind; skull
投票,投票する,ㄊㄡˊ ㄆㄧㄠˋ,tóupiào,離合動詞,6,common,ai,word,,,to vote; vote
投入,投入する/打ち込む,ㄊㄡˊ ㄖㄨˋ / ㄊㄡˊ ㄖㄨˋ,tóurù / tóurù,動詞/状態動詞(形容詞),6,common,ai,word,,多音字/多義語: 複数の発音・意味を統合,to throw into; to put into; to throw oneself into
投降,降伏する,ㄊㄡˊ ㄒㄧㄤˊ,tóuxiáng,自動詞,6,common,ai,word,,,to surrender
吐,吐く/口に出す,ㄊㄨˇ,tǔ,動詞,6,common,ai,word,,,"to spit; to send out (silk from a silkworm, bolls from cotton flowers etc); to say ‖ to vomit"
禿,はげた/むき出しの,ㄊㄨ,tū,状態動詞(形容詞),6,common,ai,word,,,bald (lacking hair or feathers); barren; bare; denuded; blunt (lacking a point)
團,塊/丸いもの,ㄊㄨㄢˊ / ㄊㄨㄢˊ,tuán / tuán,量詞,6,common,ai,word,,多音字/多義語: 複数の発音・意味を統合,round; lump; ball
團結,団結する,ㄊㄨㄢˊ ㄐㄧㄝˊ,tuánjié,状態動詞(形容詞),6,common,ai,word,,,to unite; unity; solidarity; united
突出,突き出た/目立つ,ㄊㄨˊ ㄔㄨ,túchū,状態動詞(形容詞),6,common,ai,word,,,prominent; outstanding; to give prominence to
圖畫,絵/図画,ㄊㄨˊ ㄏㄨㄚˋ,túhuà,名詞,6,common,ai,word,,,drawing; picture
退,退く/返品する,ㄊㄨㄟˋ,tuì,変化動詞,6,common,ai,word,,,to retreat; to withdraw; to reject; to return (sth); to decline
退出,撤退する/やめる,ㄊㄨㄟˋ ㄔㄨ,tuìchū,変化動詞,6,common,ai,word,,,to withdraw; to abort; to quit
推動,推進する/促進する,ㄊㄨㄟ ㄉㄨㄥˋ,tuīdòng,動詞,6,common,ai,word,,,to push (e.g. for acceptance of a plan); to promote; to give impetus to
推翻,転覆させる/覆す,ㄊㄨㄟ ㄈㄢ,tuīfān,動詞,6,common,ai,word,,,to overthrow
推廣,普及させる/広める,ㄊㄨㄟ ㄍㄨㄤˇ,tuīguǎng,動詞,6,common,ai,word,,,to extend; to spread; to popularize
退回,返送する/戻す,ㄊㄨㄟˋ ㄏㄨㄟˊ,tuìhuí,変化動詞,6,common,ai,word,,,to return (an item); to send back; to go back
途徑,経路/手段,ㄊㄨˊ ㄐㄧㄥˋ,tújìng,名詞,6,common,ai,word,,,way; means; channel
吞,飲み込む,ㄊㄨㄣ,tūn,動詞,6,common,ai,word,,,to swallow; to take
拖,引きずる,ㄊㄨㄛ,tuō,動詞,6,common,ai,word,,,to drag; to tow; to trail
妥當,適切だ/準備が整った,ㄊㄨㄛˇ ㄉㄤˋ,tuǒdàng,状態動詞(形容詞),6,common,ai,word,,,appropriate; proper; ready
托兒所,保育園,ㄊㄨㄛ ㄦˊ ㄙㄨㄛˇ,tuōérsuǒ,名詞,6,common,ai,word,,,nursery
脫離,離脱する,ㄊㄨㄛ ㄌㄧˊ,tuōlí,動詞,6,common,ai,word,,,to separate oneself from; to break away from; diastasis (medicine)
妥善,適切だ/万全だ,ㄊㄨㄛˇ ㄕㄢˋ,tuǒshàn,状態動詞(形容詞),6,common,ai,word,,,appropriate; proper
妥協,妥協する,ㄊㄨㄛˇ ㄒㄧㄝˊ,tuǒxié,自動詞,6,common,ai,word,,,to compromise; to reach terms; a compromise
突破,突破する/打開する,ㄊㄨˊ ㄆㄛˋ,túpò,名詞/動詞,6,common,ai,word,,,to break through; to make a breakthrough; to surmount (an obstacle)
圖書,書籍,ㄊㄨˊ ㄕㄨ,túshū,名詞,6,common,ai,word,,,"books (in a library or bookstore); CL:本[ben3],冊|册[ce4],部[bu4]"
圖章,印鑑/スタンプ,ㄊㄨˊ ㄓㄤ,túzhāng,名詞,6,common,ai,word,,,stamp; seal; CL:方[fang1]
挖,掘る/すくい出す,ㄨㄚ,wā,動詞,6,common,ai,word,,,to dig; to excavate; to scoop out
歪,傾いた/捻挫する,ㄨㄞ,wāi,状態動詞(形容詞),6,common,ai,word,,,askew; at a crooked angle; devious ‖ to sprain (one's ankle) (Tw)
外表,外見,ㄨㄞˋ ㄅㄧㄠˇ,wàibiǎo,名詞,6,common,ai,word,,,external; outside; outward appearance
外部,外部/外側,ㄨㄞˋ ㄅㄨˋ,wàibù,名詞,6,common,ai,word,,,the outside; (attributive) external; exterior; surface
外出,外出する,ㄨㄞˋ ㄔㄨ,wàichū,自動詞,6,common,ai,word,,,to go out; to go away (on a trip etc)
外地,他地域/よそ,ㄨㄞˋ ㄉㄧˋ,wàidì,名詞,6,common,ai,word,,,parts of the country other than where one is
外觀,外観,ㄨㄞˋ ㄍㄨㄢ,wàiguān,名詞,6,common,ai,word,,,outward appearance
外行,素人,ㄨㄞˋ ㄏㄤˊ,wàiháng,状態動詞(形容詞),6,common,ai,word,,,layman; amateur
外匯,外国為替,ㄨㄞˋ ㄏㄨㄟˋ,wàihuì,名詞,6,common,ai,word,,,foreign (currency) exchange
外界,外界/外部の世界,ㄨㄞˋ ㄐㄧㄝˋ,wàijiè,名詞,6,common,ai,word,,,the outside world; external
彎,曲がった/曲がる,ㄨㄢ,wān,状態動詞(形容詞),6,common,ai,word,,,to bend; bent; a bend; a turn (in a road etc)
晚輩,年下/後輩,ㄨㄢˇ ㄅㄟˋ,wǎnbèi,名詞,6,common,ai,word,,,the younger generation; those who come after
完畢,完了する,ㄨㄢˊ ㄅㄧˋ,wánbì,変化動詞,6,common,ai,word,,,to finish; to end; to complete
望,望む/期待する,ㄨㄤˋ,wàng,動詞,6,common,ai,word,,,full moon; to hope; to expect
往,〜へ向かって / 向かう,ㄨㄤˇ / ㄨㄤˇ,wǎng / wǎng,動詞,3,common,ai,word,,多音字/多義語: 複数の発音・意味を統合,to go (in a direction); to; towards
完美,完璧な,ㄨㄢˊ ㄇㄟˇ,wánměi,状態動詞(形容詞),6,common,ai,word,,,perfect
完善,整った/充実した,ㄨㄢˊ ㄕㄢˋ,wánshàn,状態動詞(形容詞),6,common,ai,word,,,"(of systems, facilities etc) comprehensive; well-developed; excellent"
玩笑,冗談,ㄨㄢˊ ㄒㄧㄠˋ,wánxiào,名詞,6,common,ai,word,,,to joke; joke; jest
彎腰,腰をかがめる,ㄨㄢ ㄧㄠ,wānyāo,離合動詞,6,common,ai,word,,,to stoop
完整,完全な/無傷の,ㄨㄢˊ ㄓㄥˇ,wánzhěng,状態動詞(形容詞),6,common,ai,word,,,complete; intact
瓦斯,ガス,ㄨㄚˇ ㄙ,wǎsī,名詞,6,common,ai,word,,,gas (loanword)
圍,囲む,ㄨㄟˊ,wéi,動詞,6,common,ai,word,,,to encircle; to surround; all around
未,まだ～ない,ㄨㄟˋ,wèi,副詞,6,common,ai,word,,,not yet; did not; have not
尾巴,しっぽ,ㄨㄟˇ ㄅㄚ,wěibā/wěi,名詞,6,common,ai,word,,原表記: 尾巴/尾,tail; colloquial pr. [yi3 ba5]
違反,違反する,ㄨㄟˊ ㄈㄢˇ,wéifǎn,状態動詞,6,common,ai,word,,,to violate (a law)
為何,なぜ,ㄨㄟˋ ㄏㄜˊ,wèihé,副詞,6,common,ai,word,,,why
維護,守る/維持する,ㄨㄟˊ ㄏㄨˋ,wéihù,動詞,6,common,ai,word,,,to defend; to safeguard; to protect
未婚,未婚の,ㄨㄟˋ ㄏㄨㄣ,wèihūn,状態動詞(形容詞),6,common,ai,word,,,unmarried
味精,化学調味料,ㄨㄟˋ ㄐㄧㄥ,wèijīng,名詞,6,common,ai,word,,,monosodium glutamate (MSG)
為難,困らせる/困る,ㄨㄟˊ ㄋㄢˊ,wéinán,状態動詞(形容詞),6,common,ai,word,,,to feel embarrassed or awkward; to make things difficult (for someone); to find things difficult (to do or manage)
委屈,不当な扱いを受ける,ㄨㄟˇ ㄑㄩ,wěiqū,状態動詞(形容詞),6,common,ai,word,,,to feel wronged; to cause sb to feel wronged; grievance
衛生,衛生的な/衛生,ㄨㄟˋ ㄕㄥ / ㄨㄟˋ ㄕㄥ,wèishēng / wèishēng,状態動詞(形容詞)/名詞,6,common,ai,word,,多音字/多義語: 複数の発音・意味を統合,hygienic; sanitary; hygiene; sanitation
維生素,ビタミン,ㄨㄟˊ ㄕㄥ ㄙㄨˋ,wéishēngsù,名詞,6,common,ai,word,,,vitamin
維他命,ビタミン,ㄨㄟˊ ㄊㄚ ㄇㄧㄥˋ,wéitāmìng,名詞,6,common,ai,word,,,vitamin (loanword)
委託,委託する/任せる,ㄨㄟˇ ㄊㄨㄛ,wěituō,動詞,6,common,ai,word,,,to entrust; to trust; to commission
慰問,見舞う/慰める,ㄨㄟˋ ㄨㄣˋ,wèiwèn,動詞,6,common,ai,word,,,"to express sympathy, greetings, consolation etc"
威脅,脅かす/脅威,ㄨㄟ ㄒㄧㄝˊ,wēixié,名詞/動詞,6,common,ai,word,,,to threaten; to menace
唯一,唯一の,ㄨㄟˊ ㄧ,wéiyī,状態動詞(連体用),6,common,ai,word,,,only; sole
位於,位置する,ㄨㄟˋ ㄩˊ,wèiyú,状態動詞,6,common,ai,word,,,to be located at; to be situated at; to lie
吻,キスする/口,ㄨㄣˇ,wěn,名詞/動詞,6,common,ai,word,,,kiss; to kiss; mouth
穩,安定した,ㄨㄣˇ,wěn,状態動詞(形容詞),6,common,ai,word,,,settled; steady; stable
溫,温かい/温度,ㄨㄣ,wēn,状態動詞(形容詞),6,common,ai,word,,,warm; lukewarm; to warm up; (bound form) temperature
溫和,穏やかな/温和な,ㄨㄣ ㄏㄜˊ,wēnhé,状態動詞(形容詞),6,common,ai,word,,,mild; gentle; moderate ‖ lukewarm
文具,文房具,ㄨㄣˊ ㄐㄩˋ,wénjù,名詞,6,common,ai,word,,,"stationery; item of stationery (pen, pencil, eraser, pencil sharpener etc)"
文憑,卒業証書,ㄨㄣˊ ㄆㄧㄥˊ,wénpíng,名詞,6,common,ai,word,,,diploma
文物,文化財,ㄨㄣˊ ㄨˋ,wénwù,名詞,6,common,ai,word,,,"cultural relic; historical relic; CL:件[jian4],個|个[ge4]"
文藝,文芸,ㄨㄣˊ ㄧˋ,wényì,名詞,6,common,ai,word,,,literature and art
握,握る/支配する,ㄨㄛˋ,wò,動詞,6,common,ai,word,,,to hold; to grasp; to clench (one's fist); (bound form) to have in one's control
勿,～するな,ㄨˋ,wù,副詞,6,common,ai,word,,,do not
誤,間違い/誤る,ㄨˋ,wù,副詞/状態動詞,6,common,ai,word,,,mistake; error; to miss
舞蹈,ダンス,ㄨˇ ㄉㄠˋ,wǔdào,名詞,6,common,ai,word,,,dance (performance art); dancing
誤點,遅延する,ㄨˋ ㄉㄧㄢˇ,wùdiǎn,変化動詞,6,common,ai,word,,,"not on time; late (public transport, airlines); overdue"
無可奈何,どうしようもない,ㄨˊ ㄎㄜˇ ㄋㄞˋ ㄏㄜˊ,wúkěnàihé,状態動詞(形容詞),6,common,ai,word,,,have no way out; have no alternative; abbr. to 無奈|无奈[wu2 nai4]
物理,物理学,ㄨˋ ㄌㄧˇ,wùlǐ,名詞,6,common,ai,word,,,physics
無論,～にかかわらず,ㄨˊ ㄌㄨㄣˋ,wúlùn,接続詞,6,common,ai,word,,,no matter what or how; regardless of whether...
無情,無情な,ㄨˊ ㄑㄧㄥˊ,wúqíng,状態動詞(形容詞),6,common,ai,word,,,pitiless; ruthless; merciless
無數,数え切れない,ㄨˊ ㄕㄨˋ,wúshù,限定詞,6,common,ai,word,,,countless; numberless; innumerable
舞廳,ダンスホール,ㄨˇ ㄊㄧㄥ,wǔtīng,名詞,6,common,ai,word,,,dance hall; ballroom; CL:間|间[jian1]
無限,無限の,ㄨˊ ㄒㄧㄢˋ,wúxiàn,状態動詞(形容詞),6,common,ai,word,,,unlimited; unbounded
無意,意図しない/つもりがない,ㄨˊ ㄧˋ,wúyì,状態動詞(形容詞),6,common,ai,word,,,inadvertent; accidental; to have no intention of (doing sth)
系,系統/学部,ㄒㄧˋ,xì,名詞,6,common,ai,word,,,system; department; faculty
吸,吸う,ㄒㄧ,xī,動詞,6,common,ai,word,,,to breathe; to suck in; to absorb
瞎,盲目の/でたらめに,ㄒㄧㄚ,xiā,変化動詞,6,common,ai,word,,,blind; groundlessly; foolishly
蝦,エビ,ㄒㄧㄚ(ㄗ˙),xiā(zi),名詞,6,common,ai,word,,原表記: 蝦(子),shrimp; prawn
下巴,あご,ㄒㄧㄚˋ ㄅㄚ,xiàbā,名詞,6,common,ai,word,,,chin
下降,下降する,ㄒㄧㄚˋ ㄐㄧㄤˋ,xiàjiàng,変化動詞,6,common,ai,word,,,to decline; to drop; to fall
蝦米,干しエビ/何,ㄒㄧㄚ ㄇㄧˇ,xiāmǐ,名詞,6,common,ai,word,,,"small shrimp; dried, shelled shrimps; (Tw) (coll.) what (from Taiwanese 啥物, Tai-lo pr. [siánn-mih], equivalent to Mandar"
閒,暇な,ㄒㄧㄢˊ,xián,状態動詞(形容詞),6,common,ai,word,,,idle; unoccupied; leisure
嫌,嫌う/不満に思う,ㄒㄧㄢˊ,xián,状態動詞,6,common,ai,word,,,to dislike; suspicion; resentment
現,現れる/現在の,ㄒㄧㄢˋ,xiàn,副詞,6,common,ai,word,,,to appear; present; now
鮮,新鮮な/鮮やかな,ㄒㄧㄢ,xiān,状態動詞(形容詞),6,common,ai,word,,,fresh; bright (in color); delicious ‖ few
現成,既製品の,ㄒㄧㄢˋ ㄔㄥˊ,xiànchéng,状態動詞(連体用),6,common,ai,word,,,ready-made; readily available
顯得,～のように見える,ㄒㄧㄢˇ ˙ㄉㄜ,xiǎnde,状態動詞(形容詞),6,common,ai,word,,,to seem; to look; to appear
相,互いに/外見,ㄒㄧㄤ,xiāng,副詞,6,common,ai,word,,,each other; one another; mutually ‖ appearance
巷,路地,ㄒㄧㄤˋ(ㄗ˙),xiàng(zi),名詞,6,common,ai,word,,原表記: 巷(子),lane; alley
象,ゾウ/形,ㄒㄧㄤˋ,xiàng/dàxiàng,名詞,6,common,ai,word,,原表記: 象/大象,elephant; CL:隻|只[zhi1]; shape
想不到,思いがけない,ㄒㄧㄤˇ ㄅㄨˋ ㄉㄠˋ,xiǎngbùdào,,6,common,ai,word,,,unexpected; hard to imagine; it had not occurred to me
香腸,ソーセージ,ㄒㄧㄤ ㄔㄤˊ,xiāngcháng,名詞,6,common,ai,word,,,sausage; CL:根[gen1]
相處,付き合う,ㄒㄧㄤ ㄔㄨˇ,xiāngchǔ,自動詞,6,common,ai,word,,,to be in contact (with sb); to associate; to interact
鄉村,村/田舎,ㄒㄧㄤ ㄘㄨㄣ,xiāngcūn,名詞,6,common,ai,word,,,rustic; village; countryside
相當,かなり/相当 / 相当する/かなり,ㄒㄧㄤ ㄉㄤ / ㄒㄧㄤ ㄉㄤ,xiāngdāng / xiāngdāng,状態動詞(形容詞),4,common,ai,word,,多音字/多義語: 複数の発音・意味を統合,equivalent to; appropriate; considerably
相互,互いに,ㄒㄧㄤ ㄏㄨˋ,xiānghù,副詞,6,common,ai,word,,,each other; mutual
向來,以前からずっと,ㄒㄧㄤˋ ㄌㄞˊ,xiànglái,副詞,6,common,ai,word,,,always (previously)
