headword,meaning_ja,zhuyin,pinyin,pos,tocfl_level,taiwan_usage,source,entry_type,scene_tags,notes,en_ref
開刀,,ㄎㄞ ㄉㄠ,kāidāo,離合動詞,6,common,ai,word,,,(of a surgeon) to perform an operation; (of a patient) to have an operation; to decapitate
開動,,ㄎㄞ ㄉㄨㄥˋ,kāidòng,自動詞,6,common,ai,word,,,to start; to set in motion; to move
開發,,ㄎㄞ ㄈㄚ,kāifā,動詞,6,common,ai,word,,,to exploit (a resource); to open up (for development); to develop
開戶,,ㄎㄞ ㄏㄨˋ,kāihù,離合動詞,6,common,ai,word,,,to open an account (bank etc)
開課,,ㄎㄞ ㄎㄜˋ,kāikè,離合動詞,6,common,ai,word,,,school begins; give a course; teach a subject
開明,,ㄎㄞ ㄇㄧㄥˊ,kāimíng,状態動詞(形容詞),6,common,ai,word,,,enlightened; open-minded; enlightenment
開設,,ㄎㄞ ㄕㄜˋ,kāishè,動詞,6,common,ai,word,,,to offer (goods or services); to open (for business etc)
開拓,,ㄎㄞ ㄊㄨㄛˋ,kāituò,動詞,6,common,ai,word,,,to break new ground (for agriculture); to open up (a new seam); to develop (border regions)
開演,,ㄎㄞ ㄧㄢˇ,kāiyǎn,変化動詞,6,common,ai,word,,,"(of a play, movie etc) to begin"
看,,ㄎㄢˋ,kàn,状態動詞,6,common,ai,word,,,to look after; to take care of; to watch ‖ to see; to look at
砍,,ㄎㄢˇ,kǎn,動詞,6,common,ai,word,,,to chop; to cut down; to throw sth at sb
看得起,,ㄎㄢˋ ˙ㄉㄜ ㄑㄧˇ,kàndeqǐ,状態動詞,6,common,ai,word,,,to show respect for; to think highly of
抗議,,ㄎㄤˋ ㄧˋ,kàngyì,動詞,6,common,ai,word,,,to protest; protest
看家,,ㄎㄢ ㄐㄧㄚ,kānjiā,自動詞,6,common,ai,word,,,"to look after the house; (of skill, ability) special; outstanding"
看看,,ㄎㄢˋ ˙ㄎㄢ,kànkan,,6,common,ai,word,,原表記: 看看(˙ㄎㄢ),to take a look at; to examine; to survey
看來,,ㄎㄢˋ ㄌㄞˊ,kànlái,副詞,6,common,ai,word,,,apparently; it seems that
看樣子,,ㄎㄢˋ ㄧㄤˋ ˙ㄗ,kànyàngzi,副詞,6,common,ai,word,,,it seems; it looks as if
靠,,ㄎㄠˋ,kào,介詞(前置詞),6,common,ai,word,,,to lean against or on; to stand by the side of; to come near to
考察,,ㄎㄠˇ ㄔㄚˊ,kǎochá,動詞,6,common,ai,word,,,to inspect; to observe and study; on-the-spot investigation
靠近,,ㄎㄠˋ ㄐㄧㄣˋ,kàojìn,動詞,6,common,ai,word,,,to be close to; to approach; to draw near
考卷,,ㄎㄠˇ ㄐㄩㄢˋ,kǎojuàn,名詞,6,common,ai,word,,,exam paper
考慮,,ㄎㄠˇ ㄌㄩˋ,kǎolǜ,動詞,6,common,ai,word,,,to think over; to consider; consideration
考取,,ㄎㄠˇ ㄑㄩˇ,kǎoqǔ,変化動詞,6,common,ai,word,,,to pass an entrance exam; to be admitted to
卡通,,ㄎㄚˇ ㄊㄨㄥ,kǎtōng,名詞,6,common,ai,word,,,cartoon (loanword)
客房,,ㄎㄜˋ ㄈㄤˊ,kèfáng,名詞,6,common,ai,word,,,guest room; room (in a hotel)
客觀,,ㄎㄜˋ ㄍㄨㄢ,kèguān,状態動詞(形容詞),6,common,ai,word,,,objective; impartial
客戶,,ㄎㄜˋ ㄏㄨˋ,kèhù,名詞,6,common,ai,word,,,client; customer
科目,,ㄎㄜ ㄇㄨˋ,kēmù,名詞,6,common,ai,word,,,academic subject; field of study
可是,,ㄎㄜˇ ㄕˋ,kěshì,副詞,6,common,ai,word,,,but; however; (used for emphasis) indeed
課外,,ㄎㄜˋ ㄨㄞˋ,kèwài,状態動詞(連体用),6,common,ai,word,,,extracurricular
可喜,,ㄎㄜˇ ㄒㄧˇ,kěxǐ,状態動詞(形容詞),6,common,ai,word,,,making one happy; gratifying; heartening
可笑,,ㄎㄜˇ ㄒㄧㄠˋ,kěxiào,状態動詞(形容詞),6,common,ai,word,,,funny; ridiculous
空,,ㄎㄨㄥ,kōng,副詞/名詞,6,common,ai,word,,,empty; air; sky ‖ to empty
恐怖,,ㄎㄨㄥˇ ㄅㄨˋ,kǒngbù,状態動詞(形容詞),6,common,ai,word,,,terrible; frightful; frightening
空前,,ㄎㄨㄥ ㄑㄧㄢˊ,kōngqián,状態動詞(連体用),6,common,ai,word,,,unprecedented
控制,,ㄎㄨㄥˋ ㄓˋ,kòngzhì,動詞,6,common,ai,word,,,to control
空中,,ㄎㄨㄥ ㄓㄨㄥ,kōngzhōng,名詞,6,common,ai,word,,,in the sky; in the air
扣,,ㄎㄡˋ,kòu,動詞,6,common,ai,word,,,to fasten; to button; button
口才,,ㄎㄡˇ ㄘㄞˊ,kǒucái,名詞,6,common,ai,word,,,eloquence
口號,,ㄎㄡˇ ㄏㄠˋ,kǒuhào,名詞,6,common,ai,word,,,slogan; catchphrase; CL:個|个[ge4]
口紅,,ㄎㄡˇ ㄏㄨㄥˊ,kǒuhóng,名詞,6,common,ai,word,,,lipstick
口氣,,ㄎㄡˇ ㄑㄧˋ,kǒuqì,名詞,6,common,ai,word,,,tone of voice; the way one speaks; manner of expression
口試,,ㄎㄡˇ ㄕˋ,kǒushì,名詞/自動詞,6,common,ai,word,,,oral examination; oral test
口水,,ㄎㄡˇ ㄕㄨㄟˇ,kǒushuǐ,名詞,6,common,ai,word,,,saliva
口音,,ㄎㄡˇ ㄧㄣ,kǒuyīn,名詞,6,common,ai,word,,,(linguistics) oral speech sounds ‖ voice
口語,,ㄎㄡˇ ㄩˇ,kǒuyǔ,名詞,6,common,ai,word,,,colloquial speech; spoken language; vernacular language
跨,,ㄎㄨㄚˋ,kuà,動詞,6,common,ai,word,,,to step across; to stride over; to straddle
誇,,ㄎㄨㄚ,kuā,動詞,6,common,ai,word,,,to boast; to exaggerate; to praise
會計,,ㄎㄨㄞˋ ㄐㄧˋ,kuàijì,名詞,6,common,ai,word,,,accountant; accountancy; accounting
快速,,ㄎㄨㄞˋ ㄙㄨˋ,kuàisù,状態動詞(形容詞),6,common,ai,word,,,fast; high-speed; rapid
誇獎,,ㄎㄨㄚ ㄐㄧㄤˇ,kuājiǎng,動詞,6,common,ai,word,,,to praise; to applaud; to compliment
寬度,,ㄎㄨㄢ ㄉㄨˋ,kuāndù,名詞,6,common,ai,word,,,width
款式,,ㄎㄨㄢˇ ㄕˋ,kuǎnshì,名詞,6,common,ai,word,,,pattern; style; design ‖ elegant
喇叭,,ㄌㄚˇ ㄅㄚ,lǎbā,名詞,6,common,ai,word,,,horn (automobile etc); loudspeaker; brass wind instrument
來,,ㄌㄞˊ,lái,名詞,6,common,ai,word,,,"to come; (used as a substitute for a more specific verb); hither (directional complement for motion toward the speaker, "
來回,,ㄌㄞˊ ㄏㄨㄟˊ,láihuí,動詞,6,common,ai,word,,,to make a round trip; return journey; back and forth
來臨,,ㄌㄞˊ ㄌㄧㄣˊ,láilín,変化動詞,6,common,ai,word,,,to approach; to come closer
來往,,ㄌㄞˊ ㄨㄤˇ,láiwǎng,自動詞,6,common,ai,word,,,to come and go; to have dealings with; to be in relation with
來信,,ㄌㄞˊ ㄒㄧㄣˋ,láixìn,名詞,6,common,ai,word,,,incoming letter; to send us a letter
來源,,ㄌㄞˊ ㄩㄢˊ,láiyuán,名詞,6,common,ai,word,,,source (of information etc); origin
來自,,ㄌㄞˊ ㄗˋ,láizì,変化動詞,6,common,ai,word,,,to come from (a place); From: (in email header)
辣椒,,ㄌㄚˋ ㄐㄧㄠ,làjiāo,名詞,6,common,ai,word,,,hot pepper; chili
爛,,ㄌㄢˋ,làn,状態動詞(形容詞),6,common,ai,word,,,soft; mushy; well-cooked and soft; to rot; to decompose
懶,,ㄌㄢˇ,lǎn,状態動詞(形容詞),6,common,ai,word,,,lazy
懶得,,ㄌㄢˇ ˙ㄉㄜ,lǎnde,助動詞,6,common,ai,word,,,to not feel like (doing sth); to be disinclined to
狼,,ㄌㄤˊ,láng,名詞,6,common,ai,word,,,"wolf; CL:匹[pi3],隻|只[zhi1],條|条[tiao2]"
浪,,ㄌㄤˋ,làng,名詞,6,common,ai,word,,,wave; breaker; unrestrained
浪費,,ㄌㄤˋ ㄈㄟˋ,làngfèi,状態動詞,6,common,ai,word,,,to waste; to squander
濫用,,ㄌㄢˋ ㄩㄥˋ,lànyòng,動詞,6,common,ai,word,,,to misuse; to abuse
牢,,ㄌㄠˊ,láo,状態動詞(形容詞),6,common,ai,word,,,firm; sturdy; fold (for animals)
老,,ㄌㄠˇ,lǎo,副詞,6,common,ai,word,,,prefix used before the surname of a person or a numeral indicating the order of birth of the children in a family or to 
撈,,ㄌㄠ,lāo,動詞,6,common,ai,word,,,to fish up; to dredge up
老百姓,,ㄌㄠˇ ㄅㄞˇ ㄒㄧㄥˋ,lǎobǎixìng,名詞,6,common,ai,word,,,"ordinary people; the ""person in the street""; CL:個|个[ge4]"
老大,,ㄌㄠˇ ㄉㄚˋ,lǎodà,名詞,6,common,ai,word,,,old age; very; eldest child in a family
嘮叨,,ㄌㄠˊ ㄉㄠ,láodāo,自動詞,6,common,ai,word,,,to prattle; to chatter away; to nag
勞動,,ㄌㄠˊ ㄉㄨㄥˋ,láodòng,動詞,6,common,ai,word,,,work; toil; physical labor
勞工,,ㄌㄠˊ ㄍㄨㄥ,láogōng,名詞,6,common,ai,word,,,labor; laborer
老家,,ㄌㄠˇ ㄐㄧㄚ,lǎojiā,名詞,6,common,ai,word,,,native place; place of origin; home state or region
勞力,,ㄌㄠˊ ㄌㄧˋ,láolì,名詞,6,common,ai,word,,,labor; able-bodied worker; laborer
老年,,ㄌㄠˇ ㄋㄧㄢˊ,lǎonián,名詞,6,common,ai,word,,,elderly; old age; autumn of one's years
牢騷,,ㄌㄠˊ ㄙㄠ,láosāo,名詞,6,common,ai,word,,,discontent; complaint; to complain
老實說,,ㄌㄠˇ ㄕˊ ㄕㄨㄛ,lǎoshíshuō,,6,common,ai,word,,,"honestly speaking; to be frank, ..."
蠟燭,,ㄌㄚˋ ㄓㄨˊ,làzhú,名詞,6,common,ai,word,,,"candle; CL:根[gen1],支[zhi1]"
類似,,ㄌㄟˋ ㄙˋ,lèisì,状態動詞(形容詞),6,common,ai,word,,,similar; analogous
類型,,ㄌㄟˋ ㄒㄧㄥˊ,lèixíng,名詞,6,common,ai,word,,,type; kind; category; (computer programming) type
冷靜,,ㄌㄥˇ ㄐㄧㄥˋ,lěngjìng,状態動詞(形容詞),6,common,ai,word,,,calm; cool-headed; dispassionate; (of a place) deserted; quiet
冷門,,ㄌㄥˇ ㄇㄣˊ,lěngmén,状態動詞(形容詞),6,common,ai,word,,,"a neglected branch (of arts, science, sports etc); fig. a complete unknown who wins a competition"
冷飲,,ㄌㄥˇ ㄧㄣˇ,lěngyǐn,名詞,6,common,ai,word,,,cold drink
樂意,,ㄌㄜˋ ㄧˋ,lèyì,状態動詞(形容詞),6,common,ai,word,,,to be willing to do sth; to be ready to do sth; to be happy to do sth
理,,ㄌㄧˇ,lǐ,動詞/状態動詞,6,common,ai,word,,,texture; grain (of wood); inner essence
禮,,ㄌㄧˇ,lǐ,名詞,6,common,ai,word,,,gift; rite; ceremony
立,,ㄌㄧˋ,lì,動詞,6,common,ai,word,,,to stand; to set up; to establish
利,,ㄌㄧˋ,lì,状態動詞(形容詞),6,common,ai,word,,,sharp; favorable; advantage
粒,,ㄌㄧˋ,lì,量詞,6,common,ai,word,,,"grain; granule; pellet; particle; classifier for small round objects (peas, bullets, peanuts, pills, grains etc); (Tw) c"
梨,,ㄌㄧˊ(ㄗ˙),lí(zi),名詞,6,common,ai,word,,原表記: 梨(子),pear; CL:個|个[ge4]
連,,ㄌㄧㄢˊ,lián,副詞,6,common,ai,word,,,to link; to join; to connect
量,,ㄌㄧㄤˊ,liáng,動詞,6,common,ai,word,,,to measure ‖ capacity
亮,,ㄌㄧㄤˋ,liàng,動詞,6,common,ai,word,,,bright; light; to shine; to flash; loud and clear
倆,,ㄌㄧㄤˇ,liǎng,名詞,6,common,ai,word,,,two (colloquial equivalent of 兩個|两个); both; some
諒解,,ㄌㄧㄤˋ ㄐㄧㄝˇ,liàngjiě,状態動詞,6,common,ai,word,,,to understand; to make allowances for; understanding
糧食,,ㄌㄧㄤˊ ㄕˊ,liángshí,名詞,6,common,ai,word,,,foodstuff; cereals; CL:種|种[zhong3]
聯合,,ㄌㄧㄢˊ ㄏㄜˊ,liánhé,動詞,6,common,ai,word,,,to combine; to join; unite
聯合國,,ㄌㄧㄢˊ ㄏㄜˊ ㄍㄨㄛˊ,liánhéguó,名詞,6,common,ai,word,,,United Nations
連接,,ㄌㄧㄢˊ ㄐㄧㄝ,liánjiē,状態動詞,6,common,ai,word,,,to link; to join; to connect
連忙,,ㄌㄧㄢˊ ㄇㄤˊ,liánmáng,副詞,6,common,ai,word,,,promptly; at once
連續,,ㄌㄧㄢˊ ㄒㄩˋ,liánxù,状態動詞(連体用),6,common,ai,word,,,continuous; in a row; serial
了,,ㄌㄧㄠˇ,liǎo,状態動詞,6,common,ai,word,,,"(completed action marker); (modal particle indicating change of state, situation now); (modal particle intensifying prec ‖ to finish"
立場,,ㄌㄧˋ ㄔㄤˇ,lìchǎng,名詞,6,common,ai,word,,,position; standpoint; CL:個|个[ge4]
列,,ㄌㄧㄝˋ,liè,量詞,6,common,ai,word,,,to arrange; to line up; file
裂,,ㄌㄧㄝˋ,liè,変化動詞,6,common,ai,word,,,to split; to crack; to break open
立即,,ㄌㄧˋ ㄐㄧˊ,lìjí,副詞,6,common,ai,word,,,immediately
淋,,ㄌㄧㄣˊ,lín,動詞,6,common,ai,word,,,to sprinkle; to drip; to pour ‖ to filter
臨,,ㄌㄧㄣˊ,lín,状態動詞,6,common,ai,word,,,to face; to overlook; to arrive
凌晨,,ㄌㄧㄥˊ ㄔㄣˊ,língchén,名詞,6,common,ai,word,,,very early in the morning; in the wee hours
領帶,,ㄌㄧㄥˇ ㄉㄞˋ,lǐngdài,名詞,6,common,ai,word,,,necktie; CL:條|条[tiao2]
領導,,ㄌㄧㄥˇ ㄉㄠˇ,lǐngdǎo,名詞,6,common,ai,word,,,lead; leading; to lead
靈活,,ㄌㄧㄥˊ ㄏㄨㄛˊ,línghuó,状態動詞(形容詞),6,common,ai,word,,,flexible; nimble; agile
零件,,ㄌㄧㄥˊ ㄐㄧㄢˋ,língjiàn,名詞,6,common,ai,word,,,part; component
零售,,ㄌㄧㄥˊ ㄕㄡˋ,língshòu,動詞,6,common,ai,word,,,to retail; to sell individually or in small quantities
領土,,ㄌㄧㄥˇ ㄊㄨˇ,lǐngtǔ,名詞,6,common,ai,word,,,territory
零下,,ㄌㄧㄥˊ ㄒㄧㄚˋ,língxià,状態動詞(連体用),6,common,ai,word,,,below zero
領先,,ㄌㄧㄥˇ ㄒㄧㄢ,lǐngxiān,変化動詞,6,common,ai,word,,,to lead; to be in front
領袖,,ㄌㄧㄥˇ ㄒㄧㄡˋ,lǐngxiù,名詞,6,common,ai,word,,,leader
臨時,,ㄌㄧㄣˊ ㄕˊ,línshí,名詞,6,common,ai,word,,,as the time draws near; at the last moment; temporary
禮品,,ㄌㄧˇ ㄆㄧㄣˇ,lǐpǐn,名詞,6,common,ai,word,,,gift; present
力氣,,ㄌㄧˋ ㄑㄧˋ,lìqì,名詞,6,common,ai,word,,,physical strength
利潤,,ㄌㄧˋ ㄖㄨㄣˋ,lìrùn,名詞,6,common,ai,word,,,profits
裡頭,,ㄌㄧˇ ˙ㄊㄡ,lǐtou,名詞,6,common,ai,word,,原表記: 裡頭/裏頭,inside; interior
溜,,ㄌㄧㄡ,liū,自動詞,6,common,ai,word,,,to slip away; to escape in stealth; to skate ‖ swift current; rapids
溜冰,,ㄌㄧㄡ ㄅㄧㄥ,liūbīng,離合動詞,6,common,ai,word,,,ice skating; (slang) to do meth
流動,,ㄌㄧㄡˊ ㄉㄨㄥˋ,liúdòng,自動詞,6,common,ai,word,,,to flow; to circulate; to go from place to place
流利,,ㄌㄧㄡˊ ㄌㄧˋ,liúlì,状態動詞(形容詞),6,common,ai,word,,,fluent
留念,,ㄌㄧㄡˊ ㄋㄧㄢˋ,liúniàn,状態動詞(形容詞),6,common,ai,word,,,to keep as a souvenir; to recall fondly
例外,,ㄌㄧˋ ㄨㄞˋ,lìwài,状態動詞(形容詞),6,common,ai,word,,,exception; to be an exception
利息,,ㄌㄧˋ ㄒㄧˊ,lìxí,名詞,6,common,ai,word,,,interest (on a loan); CL:筆|笔[bi3]
理由,,ㄌㄧˇ ㄧㄡˊ,lǐyóu,名詞,6,common,ai,word,,,reason; grounds; justification
嘍,,ㄌㄡˊ,lóu,助詞,6,common,ai,word,,,(bound form) subordinates in a gang of bandits ‖ (final particle equivalent to 了[le5])
摟,,ㄌㄡˇ,lǒu,動詞,6,common,ai,word,,,"to draw towards oneself; to gather; to gather up (one's gown, sleeves etc) ‖ to hug"
露,,ㄌㄨˋ,lù,動詞,6,common,ai,word,,,to show; to reveal; to betray ‖ dew
路燈,,ㄌㄨˋ ㄉㄥ,lùdēng,名詞,6,common,ai,word,,,street lamp; street light
綠豆,,ㄌㄩˋ ㄉㄡˋ,lǜdòu,名詞,6,common,ai,word,,,mung bean
略,,ㄌㄩㄝˋ,lüè,状態動詞(形容詞),6,common,ai,word,,,brief; sketchy; outline; summary; to omit
陸軍,,ㄌㄨˋ ㄐㄩㄣ,lùjūn,名詞,6,common,ai,word,,,army; ground forces
論,,ㄌㄨㄣˋ,lùn,動詞/介詞(前置詞),6,common,ai,word,,,"abbr. for 論語|论语[Lun2 yu3], The Analects (of Confucius) ‖ opinion"
輪,,ㄌㄨㄣˊ(ㄗ˙),lún(zi),名詞,6,common,ai,word,,原表記: 輪(子),wheel; disk; ring; steamship; to take turns; to rotate
輪船,,ㄌㄨㄣˊ ㄔㄨㄢˊ,lúnchuán,名詞,6,common,ai,word,,,steamship; steamer; steamboat; CL:艘[sou1]
輪流,,ㄌㄨㄣˊ ㄌㄧㄡˊ,lúnliú,副詞,6,common,ai,word,,,to alternate; to take turns
論文,,ㄌㄨㄣˋ ㄨㄣˊ,lùnwén,名詞,6,common,ai,word,,,paper; treatise; thesis
落,,ㄌㄨㄛˋ,luò,自動詞,6,common,ai,word,,,to leave out; to be missing; to leave behind or forget to bring ‖ colloquial reading for 落[luo4] in certai
落後,,ㄌㄨㄛˋ ㄏㄡˋ,luòhòu,変化動詞,6,common,ai,word,,,to fall behind; to lag (in technology etc); backward
落實,,ㄌㄨㄛˋ ㄕˊ,luòshí,動詞,6,common,ai,word,,,practical; workable; to implement
落伍,,ㄌㄨㄛˋ ㄨˇ,luòwǔ,状態動詞(形容詞),6,common,ai,word,,,to fall behind the ranks; to be outdated
路線,,ㄌㄨˋ ㄒㄧㄢˋ,lùxiàn,名詞,6,common,ai,word,,,itinerary; route; political line (e.g. right revisionist road)
旅行社,,ㄌㄩˇ ㄒㄧㄥˊ ㄕㄜˋ,lǚxíngshè,名詞,6,common,ai,word,,,travel agency
陸續,,ㄌㄨˋ ㄒㄩˋ,lùxù,副詞,6,common,ai,word,,,in turn; successively; one after the other
錄用,,ㄌㄨˋ ㄩㄥˋ,lùyòng,動詞,6,common,ai,word,,,to hire (an employee); to accept (a manuscript) for publication
麻,,ㄇㄚˊ,má,状態動詞(形容詞),6,common,ai,word,,,"generic name for hemp, flax etc; hemp or flax fiber for textile materials; sesame"
馬虎,,ㄇㄚˇ ㄏㄨ,mǎhū,状態動詞(形容詞),6,common,ai,word,,原表記: 馬虎(ㄏㄨ),careless; sloppy; negligent
埋,,ㄇㄞˊ,mái,動詞,6,common,ai,word,,,to bury
買單,,ㄇㄞˇ ㄉㄢ,mǎidān,離合動詞,6,common,ai,word,,,to pay the restaurant bill
買賣,,ㄇㄞˇ ㄇㄞˋ,mǎimài,動詞,6,common,ai,word,,,to buy and sell ‖ purchase and sale; transaction
賣座,,ㄇㄞˋ ㄗㄨㄛˋ,màizuò,状態動詞(形容詞),6,common,ai,word,,,"(of a movie, show or restaurant) to attract customers; popular with the paying public; high-grossing; number of seats oc"
滿,,ㄇㄢˇ,mǎn,副詞,6,common,ai,word,,,Manchu ethnic group ‖ to fill
忙碌,,ㄇㄤˊ ㄌㄨˋ,mánglù,状態動詞(形容詞),6,common,ai,word,,,busy; bustling
盲目,,ㄇㄤˊ ㄇㄨˋ,mángmù,状態動詞(形容詞),6,common,ai,word,,,blind; blindly; ignorant
漫畫,,ㄇㄢˋ ㄏㄨㄚˋ,mànhuà,名詞,6,common,ai,word,,,caricature; cartoon; Japanese manga
冒,,ㄇㄠˋ,mào,動詞,6,common,ai,word,,,"to emit; to give off; to send out (or up, forth); to brave; to face; (bound form) reckless"
矛盾,,ㄇㄠˊ ㄉㄨㄣˋ,máodùn,状態動詞(形容詞),6,common,ai,word,,,contradiction; CL:個|个[ge4]; conflicting views
麻雀,,ㄇㄚˊ ㄑㄩㄝˋ,máquè,名詞,6,common,ai,word,,,sparrow; (dialect) mahjong
煤,,ㄇㄟˊ,méi,名詞,6,common,ai,word,,,coal; CL:塊|块[kuai4]
美觀,,ㄇㄟˇ ㄍㄨㄢ,měiguān,状態動詞(形容詞),6,common,ai,word,,,pleasing to the eye; beautiful; artistic
梅花,,ㄇㄟˊ ㄏㄨㄚ,méihuā,名詞,6,common,ai,word,,,plum blossom; clubs ♣ (a suit in card games); (dialect) wintersweet
魅力,,ㄇㄟˋ ㄌㄧˋ,mèilì,名詞,6,common,ai,word,,,charm; fascination; glamor
美妙,,ㄇㄟˇ ㄇㄧㄠˋ,měimiào,状態動詞(形容詞),6,common,ai,word,,,beautiful; wonderful; splendid
美容院,,ㄇㄟˇ ㄖㄨㄥˊ ㄩㄢˋ,měiróngyuàn,名詞,6,common,ai,word,,,beauty salon; beauty parlor
美食,,ㄇㄟˇ ㄕˊ,měishí,名詞,6,common,ai,word,,,culinary delicacy; fine food; gourmet food
媒體,,ㄇㄟˊ ㄊㄧˇ,méitǐ,名詞,6,common,ai,word,,,"media, esp. news media"
猛,,ㄇㄥˇ,měng,状態動詞(形容詞),6,common,ai,word,,,ferocious; fierce; violent
夢到,,ㄇㄥˋ ㄉㄠˋ,mèngdào,変化動詞,6,common,ai,word,,,to dream of; to dream about
夢想,,ㄇㄥˋ ㄒㄧㄤˇ,mèngxiǎng,名詞/動詞,6,common,ai,word,,,(fig.) to dream of; dream
悶熱,,ㄇㄣ ㄖㄜˋ,mēnrè,状態動詞(形容詞),6,common,ai,word,,,sultry; sultriness; hot and stuffy
門診,,ㄇㄣˊ ㄓㄣˇ,ménzhěn,自動詞,6,common,ai,word,,,outpatient service
迷,,ㄇㄧˊ,mí,状態動詞,6,common,ai,word,,,to bewilder; crazy about; fan
密,,ㄇㄧˋ,mì,状態動詞(形容詞),6,common,ai,word,,,dense; close; thick; intimate; close; (bound form) secret; confidential
棉,,ㄇㄧㄢˊ,mián,名詞,6,common,ai,word,,,generic term for cotton or kapok; cotton; padded or quilted with cotton
棉被,,ㄇㄧㄢˊ ㄅㄟˋ,miánbèi,名詞,6,common,ai,word,,,"comforter; quilt; CL:條|条[tiao2],床[chuang2],張|张[zhang1]"
免得,,ㄇㄧㄢˇ ˙ㄉㄜ,miǎnde,助動詞,6,common,ai,word,,,so as not to; so as to avoid
面對,,ㄇㄧㄢˋ ㄉㄨㄟˋ,miànduì,動詞,6,common,ai,word,,,to face; to confront
麵粉,,ㄇㄧㄢˋ ㄈㄣˇ,miànfěn,名詞,6,common,ai,word,,,flour
棉花,,ㄇㄧㄢˊ ㄏㄨㄚ,miánhuā,名詞,6,common,ai,word,,,cotton
面臨,,ㄇㄧㄢˋ ㄌㄧㄣˊ,miànlín,状態動詞,6,common,ai,word,,,to face sth; to be confronted with
面貌,,ㄇㄧㄢˋ ㄇㄠˋ,miànmào,名詞,6,common,ai,word,,,face; features; appearance; look; CL:個|个[ge4]
勉強,,ㄇㄧㄢˇ ㄑㄧㄤˇ,miǎnqiǎng,状態動詞(形容詞),6,common,ai,word,,,to do with difficulty; to force sb to do sth; reluctant
面談,,ㄇㄧㄢˋ ㄊㄢˊ,miàntán,自動詞,6,common,ai,word,,,face-to-face meeting; an interview
面子,,ㄇㄧㄢˋ ˙ㄗ,miànzi,名詞,6,common,ai,word,,,outer surface; the outside of sth; social prestige; face
妙,,ㄇㄧㄠˋ,miào,状態動詞(形容詞),6,common,ai,word,,,clever; wonderful
滅亡,,ㄇㄧㄝˋ ㄨㄤˊ,mièwáng,変化動詞,6,common,ai,word,,,to be destroyed; to become extinct; to perish; to die out; to destroy; to exterminate
蜜蜂,,ㄇㄧˋ ㄈㄥ,mìfēng/fēng,名詞,6,common,ai,word,,原表記: 蜜蜂/蜂,"bee; honeybee; CL:隻|只[zhi1],群[qun2]"
迷糊,,ㄇㄧˊ ㄏㄨˊ,míhú,状態動詞(形容詞),6,common,ai,word,,,muddle-headed; dazed; only half conscious
名,,ㄇㄧㄥˊ,míng,状態動詞,6,common,ai,word,,,name; noun (part of speech); place (e.g. among winners)
命,,ㄇㄧㄥˋ,mìng,動詞,6,common,ai,word,,,life; fate; order or command
明白,,ㄇㄧㄥˊ ㄅㄞˊ,míngbái,状態動詞(形容詞),6,common,ai,word,,,clear; obvious; unequivocal; sensible; reasonable; to understand; to realize
名稱,,ㄇㄧㄥˊ ㄔㄥ,míngchēng,名詞,6,common,ai,word,,,name (of a thing); name (of an organization)
名單,,ㄇㄧㄥˊ ㄉㄢ,míngdān,名詞,6,common,ai,word,,,list of names
明亮,,ㄇㄧㄥˊ ㄌㄧㄤˋ,míngliàng,状態動詞(形容詞),6,common,ai,word,,,bright; shining; glittering
命令,,ㄇㄧㄥˋ ㄌㄧㄥˋ,mìnglìng,名詞/動詞,6,common,ai,word,,,"order; command; CL:道[dao4],個|个[ge4]"
明明,,ㄇㄧㄥˊ ㄇㄧㄥˊ,míngmíng,副詞,6,common,ai,word,,,obviously; plainly; undoubtedly
名牌,,ㄇㄧㄥˊ ㄆㄞˊ,míngpái,名詞,6,common,ai,word,,,famous brand; nameplate; name tag
名片,,ㄇㄧㄥˊ ㄆㄧㄢˋ,míngpiàn,名詞,6,common,ai,word,,,(business) card
明確,,ㄇㄧㄥˊ ㄑㄩㄝˋ,míngquè,状態動詞(形容詞),6,common,ai,word,,,clear-cut; definite; explicit; to clarify; to specify; to make definite
命運,,ㄇㄧㄥˋ ㄩㄣˋ,mìngyùn,名詞,6,common,ai,word,,,fate; destiny; CL:個|个[ge4]
民間,,ㄇㄧㄣˊ ㄐㄧㄢ,mínjiān,名詞,6,common,ai,word,,,among the people; popular; folk
民謠,,ㄇㄧㄣˊ ㄧㄠˊ,mínyáo,名詞,6,common,ai,word,,,ballad; folk song
民眾,,ㄇㄧㄣˊ ㄓㄨㄥˋ,mínzhòng,名詞,6,common,ai,word,,,the populace; the masses; the common people
民主,,ㄇㄧㄣˊ ㄓㄨˇ,mínzhǔ,名詞/状態動詞(形容詞),6,common,ai,word,,,democracy; democratic
迷失,,ㄇㄧˊ ㄕ,míshī,変化動詞,6,common,ai,word,,,to lose (one's bearings); to get lost
秘書,,ㄇㄧˋ ㄕㄨ,mìshū,名詞,6,common,ai,word,,原表記: 秘書/祕書,secretary
迷信,,ㄇㄧˊ ㄒㄧㄣˋ,míxìn,名詞/状態動詞(形容詞),6,common,ai,word,,,superstition; to have a superstitious belief (in sth)
抹,,ㄇㄛˇ,mǒ,動詞,6,common,ai,word,,,to wipe ‖ to smear
磨,,ㄇㄛˊ,mó,動詞,6,common,ai,word,,,to rub; to grind; to polish ‖ grindstone
末,,ㄇㄛˋ,mò,名詞,6,common,ai,word,,,tip; end; final stage
